"item_id,order_id,product_category,product_name,quantity,unit_price,item_total"
"ITEM_0004238,ORD_002192,Fashion,Whether,3,400,1200"
"ITEM_0004239,ORD_000062,Fashion,Agent,3,354,1062"
"ITEM_0004240,ORD_000365,Groceries,If,2,140,280"
"ITEM_0004241,ORD_001290,Fashion,Economic,3,351,1053"
"ITEM_0004242,ORD_002178,Home & Kitchen,Play,3,312,936"
"ITEM_0004243,ORD_006469,Fashion,Now,2,261,522"
"ITEM_0004244,ORD_003337,Groceries,Add,2,131,262"
"ITEM_0004245,ORD_001325,Groceries,Provide,1,169,169"
"ITEM_0004246,ORD_002026,Electronics,Draw,2,626,1252"
"ITEM_0004247,ORD_005066,Beauty,Finally,3,204,612"
"ITEM_0004248,ORD_003885,Groceries,Run,3,102,306"
"ITEM_0004249,ORD_007361,Fashion,Natural,2,262,524"
"ITEM_0004250,ORD_007327,Electronics,Trouble,1,1206,1206"
"ITEM_0004251,ORD_001646,Fashion,Pay,2,397,794"
"ITEM_0004252,ORD_004443,Beauty,Society,2,263,526"
"ITEM_0004253,ORD_002465,Electronics,Seek,1,1588,1588"
"ITEM_0004254,ORD_004374,Home & Kitchen,Medical,3,706,2118"
"ITEM_0004255,ORD_001230,Groceries,Find,1,141,141"
"ITEM_0004256,ORD_006958,Groceries,Despite,1,188,188"
"ITEM_0004257,ORD_004663,Home & Kitchen,Wind,2,251,502"
"ITEM_0004258,ORD_002803,Electronics,Leave,1,843,843"
"ITEM_0004259,ORD_004183,Home & Kitchen,Kind,3,667,2001"
"ITEM_0004260,ORD_003798,Fashion,Throw,2,593,1186"
"ITEM_0004261,ORD_000183,Fashion,Hand,1,258,258"
"ITEM_0004262,ORD_006637,Fashion,Will,1,592,592"
"ITEM_0004263,ORD_006224,Electronics,Analysis,1,1427,1427"
"ITEM_0004264,ORD_002470,Fashion,Girl,3,327,981"
"ITEM_0004265,ORD_001907,Electronics,Order,2,1810,3620"
"ITEM_0004266,ORD_002071,Fashion,Defense,3,498,1494"
"ITEM_0004267,ORD_002277,Electronics,Play,1,1355,1355"
"ITEM_0004268,ORD_002959,Beauty,Yet,3,267,801"
"ITEM_0004269,ORD_007658,Electronics,Glass,3,1352,4056"
"ITEM_0004270,ORD_001875,Electronics,Candidate,3,1975,5925"
"ITEM_0004271,ORD_005083,Fashion,Know,2,185,370"
"ITEM_0004272,ORD_004144,Groceries,Offer,2,140,280"
"ITEM_0004273,ORD_001071,Home & Kitchen,Whole,1,221,221"
"ITEM_0004274,ORD_003283,Electronics,Only,3,1091,3273"
"ITEM_0004275,ORD_007318,Home & Kitchen,Whether,2,750,1500"
"ITEM_0004276,ORD_001685,Electronics,Who,3,1866,5598"
"ITEM_0004277,ORD_007499,Fashion,Claim,1,597,597"
"ITEM_0004278,ORD_002892,Electronics,Court,2,637,1274"
"ITEM_0004279,ORD_007044,Fashion,Ago,3,312,936"
"ITEM_0004280,ORD_006641,Electronics,Rule,1,1728,1728"
"ITEM_0004281,ORD_004932,Electronics,Hope,2,1487,2974"
"ITEM_0004282,ORD_004622,Groceries,Another,3,163,489"
"ITEM_0004283,ORD_003819,Home & Kitchen,Usually,1,506,506"
"ITEM_0004284,ORD_001503,Electronics,No,1,1319,1319"
"ITEM_0004285,ORD_006872,Fashion,Entire,2,566,1132"
"ITEM_0004286,ORD_006669,Electronics,Rich,1,1424,1424"
"ITEM_0004287,ORD_000637,Beauty,Writer,2,236,472"
"ITEM_0004288,ORD_006580,Beauty,Moment,3,152,456"
"ITEM_0004289,ORD_004917,Groceries,Food,3,59,177"
"ITEM_0004290,ORD_004612,Fashion,Three,1,583,583"
"ITEM_0004291,ORD_005740,Fashion,Trouble,2,158,316"
"ITEM_0004292,ORD_003972,Home & Kitchen,Message,3,487,1461"
"ITEM_0004293,ORD_006166,Electronics,Lot,2,1987,3974"
"ITEM_0004294,ORD_000420,Electronics,Wide,2,1387,2774"
"ITEM_0004295,ORD_007339,Home & Kitchen,International,2,589,1178"
"ITEM_0004296,ORD_001686,Home & Kitchen,Camera,1,683,683"
"ITEM_0004297,ORD_007933,Groceries,Record,3,113,339"
"ITEM_0004298,ORD_001308,Electronics,Hit,3,695,2085"
"ITEM_0004299,ORD_007067,Home & Kitchen,Computer,3,715,2145"
"ITEM_0004300,ORD_000701,Fashion,Trial,1,567,567"
"ITEM_0004301,ORD_003678,Groceries,Produce,3,187,561"
"ITEM_0004302,ORD_007808,Electronics,Design,1,1384,1384"
"ITEM_0004303,ORD_005608,Fashion,General,3,299,897"
"ITEM_0004304,ORD_000578,Home & Kitchen,Many,2,552,1104"
"ITEM_0004305,ORD_000675,Beauty,Lay,3,185,555"
"ITEM_0004306,ORD_001997,Fashion,Set,2,157,314"
"ITEM_0004307,ORD_005482,Home & Kitchen,Cultural,1,754,754"
"ITEM_0004308,ORD_004268,Home & Kitchen,Generation,3,686,2058"
"ITEM_0004309,ORD_002603,Home & Kitchen,Training,1,324,324"
"ITEM_0004310,ORD_003731,Electronics,Environment,1,1780,1780"
"ITEM_0004311,ORD_001998,Home & Kitchen,Performance,1,776,776"
"ITEM_0004312,ORD_007021,Groceries,Center,3,79,237"
"ITEM_0004313,ORD_002887,Groceries,Mother,1,147,147"
"ITEM_0004314,ORD_007520,Home & Kitchen,Fund,2,487,974"
"ITEM_0004315,ORD_001103,Groceries,Bad,1,155,155"
"ITEM_0004316,ORD_002591,Electronics,Impact,3,1875,5625"
"ITEM_0004317,ORD_004053,Fashion,Including,3,535,1605"
"ITEM_0004318,ORD_007682,Groceries,Player,2,178,356"
"ITEM_0004319,ORD_001287,Beauty,Subject,1,194,194"
"ITEM_0004320,ORD_001558,Home & Kitchen,Year,1,394,394"
"ITEM_0004321,ORD_000412,Fashion,Design,1,225,225"
"ITEM_0004322,ORD_006538,Beauty,Offer,3,127,381"
"ITEM_0004323,ORD_001759,Fashion,Believe,1,314,314"
"ITEM_0004324,ORD_006468,Groceries,Hundred,2,136,272"
"ITEM_0004325,ORD_001693,Fashion,Small,3,207,621"
"ITEM_0004326,ORD_004215,Home & Kitchen,Air,3,679,2037"
"ITEM_0004327,ORD_007093,Home & Kitchen,Theory,2,526,1052"
"ITEM_0004328,ORD_003091,Fashion,Body,1,224,224"
"ITEM_0004329,ORD_001719,Beauty,Break,1,88,88"
"ITEM_0004330,ORD_000975,Groceries,Head,1,78,78"
"ITEM_0004331,ORD_000062,Groceries,Growth,2,94,188"
"ITEM_0004332,ORD_003048,Home & Kitchen,More,1,331,331"
"ITEM_0004333,ORD_000385,Home & Kitchen,Course,1,448,448"
"ITEM_0004334,ORD_005087,Groceries,Student,3,200,600"
"ITEM_0004335,ORD_002435,Beauty,Become,1,235,235"
"ITEM_0004336,ORD_002382,Fashion,Friend,3,358,1074"
"ITEM_0004337,ORD_000136,Groceries,Hot,2,175,350"
"ITEM_0004338,ORD_002389,Beauty,Analysis,1,135,135"
"ITEM_0004339,ORD_000592,Home & Kitchen,Wish,2,378,756"
"ITEM_0004340,ORD_001120,Home & Kitchen,Enter,2,538,1076"
"ITEM_0004341,ORD_007836,Beauty,Style,2,119,238"
"ITEM_0004342,ORD_007567,Electronics,View,2,1666,3332"
"ITEM_0004343,ORD_006216,Electronics,Certain,3,1230,3690"
"ITEM_0004344,ORD_004648,Beauty,Fast,2,289,578"
"ITEM_0004345,ORD_005977,Home & Kitchen,North,1,781,781"
"ITEM_0004346,ORD_002165,Electronics,Activity,2,1160,2320"
"ITEM_0004347,ORD_002640,Groceries,Area,1,161,161"
"ITEM_0004348,ORD_004310,Home & Kitchen,Up,3,708,2124"
"ITEM_0004349,ORD_002464,Fashion,Rise,3,225,675"
"ITEM_0004350,ORD_004111,Electronics,Peace,3,1759,5277"
"ITEM_0004351,ORD_003303,Groceries,Follow,2,159,318"
"ITEM_0004352,ORD_007097,Electronics,Part,3,721,2163"
"ITEM_0004353,ORD_006920,Groceries,Partner,2,64,128"
"ITEM_0004354,ORD_005021,Electronics,To,2,1051,2102"
"ITEM_0004355,ORD_000110,Groceries,See,3,53,159"
"ITEM_0004356,ORD_000324,Beauty,Attention,1,220,220"
"ITEM_0004357,ORD_000942,Fashion,Writer,1,247,247"
"ITEM_0004358,ORD_007376,Home & Kitchen,Practice,2,642,1284"
"ITEM_0004359,ORD_006553,Beauty,Responsibility,2,300,600"
"ITEM_0004360,ORD_007207,Home & Kitchen,Others,1,317,317"
"ITEM_0004361,ORD_005075,Beauty,Television,1,174,174"
"ITEM_0004362,ORD_006015,Fashion,Daughter,3,281,843"
"ITEM_0004363,ORD_007399,Home & Kitchen,Race,2,563,1126"
"ITEM_0004364,ORD_002648,Electronics,Technology,2,1389,2778"
"ITEM_0004365,ORD_007336,Home & Kitchen,Next,2,740,1480"
"ITEM_0004366,ORD_006533,Groceries,Military,3,74,222"
"ITEM_0004367,ORD_005102,Home & Kitchen,Anyone,2,446,892"
"ITEM_0004368,ORD_004024,Groceries,Way,3,169,507"
"ITEM_0004369,ORD_007066,Home & Kitchen,But,3,320,960"
"ITEM_0004370,ORD_007601,Home & Kitchen,Western,1,526,526"
"ITEM_0004371,ORD_006093,Groceries,Scene,1,177,177"
"ITEM_0004372,ORD_000936,Home & Kitchen,Effect,1,362,362"
"ITEM_0004373,ORD_001573,Fashion,Sport,1,549,549"
"ITEM_0004374,ORD_006538,Beauty,I,3,134,402"
"ITEM_0004375,ORD_000870,Beauty,Person,1,82,82"
"ITEM_0004376,ORD_007637,Home & Kitchen,Decide,2,391,782"
"ITEM_0004377,ORD_001074,Fashion,Reflect,1,275,275"
"ITEM_0004378,ORD_001096,Groceries,Indeed,1,123,123"
"ITEM_0004379,ORD_003994,Electronics,Before,2,705,1410"
"ITEM_0004380,ORD_002688,Groceries,Nothing,1,196,196"
"ITEM_0004381,ORD_001575,Fashion,Ever,3,299,897"
"ITEM_0004382,ORD_005649,Electronics,Whole,2,644,1288"
"ITEM_0004383,ORD_003532,Groceries,Perhaps,2,155,310"
"ITEM_0004384,ORD_001997,Electronics,Huge,3,552,1656"
"ITEM_0004385,ORD_004894,Home & Kitchen,Trip,1,475,475"
"ITEM_0004386,ORD_001790,Electronics,Issue,3,926,2778"
"ITEM_0004387,ORD_004663,Fashion,Newspaper,1,276,276"
"ITEM_0004388,ORD_000292,Fashion,Your,2,528,1056"
"ITEM_0004389,ORD_001215,Home & Kitchen,Decade,3,684,2052"
"ITEM_0004390,ORD_001651,Electronics,Born,3,1422,4266"
"ITEM_0004391,ORD_006861,Electronics,Modern,1,1239,1239"
"ITEM_0004392,ORD_007930,Beauty,Sign,2,300,600"
"ITEM_0004393,ORD_007646,Beauty,Push,3,124,372"
"ITEM_0004394,ORD_003502,Fashion,Would,3,583,1749"
"ITEM_0004395,ORD_003319,Home & Kitchen,Smile,3,335,1005"
"ITEM_0004396,ORD_000791,Fashion,Soldier,1,553,553"
"ITEM_0004397,ORD_000464,Beauty,Your,1,208,208"
"ITEM_0004398,ORD_005501,Fashion,Itself,1,554,554"
"ITEM_0004399,ORD_006644,Fashion,Mean,3,374,1122"
"ITEM_0004400,ORD_003260,Groceries,Theory,2,90,180"
"ITEM_0004401,ORD_000063,Fashion,Black,3,294,882"
"ITEM_0004402,ORD_002931,Home & Kitchen,Less,2,704,1408"
"ITEM_0004403,ORD_006872,Home & Kitchen,Two,1,540,540"
"ITEM_0004404,ORD_001843,Beauty,Production,3,213,639"
"ITEM_0004405,ORD_006735,Fashion,Arrive,1,461,461"
"ITEM_0004406,ORD_007313,Groceries,Who,1,190,190"
"ITEM_0004407,ORD_007176,Electronics,Future,1,1538,1538"
"ITEM_0004408,ORD_006625,Electronics,Increase,3,639,1917"
"ITEM_0004409,ORD_003849,Groceries,Way,1,169,169"
"ITEM_0004410,ORD_006909,Electronics,Thank,1,1678,1678"
"ITEM_0004411,ORD_003794,Groceries,Role,1,174,174"
"ITEM_0004412,ORD_002753,Electronics,President,2,1709,3418"
"ITEM_0004413,ORD_002700,Beauty,Magazine,2,212,424"
"ITEM_0004414,ORD_003579,Groceries,Learn,2,151,302"
"ITEM_0004415,ORD_005827,Electronics,Run,1,664,664"
"ITEM_0004416,ORD_006031,Beauty,Cold,2,262,524"
"ITEM_0004417,ORD_002545,Home & Kitchen,Heart,3,464,1392"
"ITEM_0004418,ORD_002949,Electronics,Down,2,1273,2546"
"ITEM_0004419,ORD_007762,Beauty,Catch,2,134,268"
"ITEM_0004420,ORD_004325,Beauty,Present,2,233,466"
"ITEM_0004421,ORD_000612,Fashion,Little,2,422,844"
"ITEM_0004422,ORD_006459,Fashion,Hospital,1,425,425"
"ITEM_0004423,ORD_006419,Electronics,So,3,528,1584"
"ITEM_0004424,ORD_005624,Electronics,Majority,1,1761,1761"
"ITEM_0004425,ORD_002235,Home & Kitchen,Particular,2,714,1428"
"ITEM_0004426,ORD_007606,Home & Kitchen,Policy,2,658,1316"
"ITEM_0004427,ORD_003200,Fashion,Large,2,235,470"
"ITEM_0004428,ORD_000886,Home & Kitchen,Give,1,657,657"
"ITEM_0004429,ORD_000687,Home & Kitchen,Compare,3,784,2352"
"ITEM_0004430,ORD_002169,Fashion,Agree,1,171,171"
"ITEM_0004431,ORD_001173,Beauty,Player,3,175,525"
"ITEM_0004432,ORD_007964,Beauty,Leave,2,94,188"
"ITEM_0004433,ORD_002060,Home & Kitchen,Run,2,642,1284"
"ITEM_0004434,ORD_000551,Home & Kitchen,Recognize,2,416,832"
"ITEM_0004435,ORD_001949,Fashion,Include,3,178,534"
"ITEM_0004436,ORD_002615,Groceries,Quickly,1,158,158"
"ITEM_0004437,ORD_002092,Electronics,Institution,1,1701,1701"
"ITEM_0004438,ORD_004770,Beauty,Prepare,1,226,226"
"ITEM_0004439,ORD_001836,Fashion,Million,2,544,1088"
"ITEM_0004440,ORD_007395,Fashion,Degree,2,166,332"
"ITEM_0004441,ORD_000994,Electronics,Travel,3,1214,3642"
"ITEM_0004442,ORD_004970,Electronics,Not,1,1898,1898"
"ITEM_0004443,ORD_006871,Electronics,Prove,3,877,2631"
"ITEM_0004444,ORD_005897,Fashion,Picture,1,375,375"
"ITEM_0004445,ORD_004531,Beauty,Issue,1,169,169"
"ITEM_0004446,ORD_005719,Home & Kitchen,Possible,1,555,555"
"ITEM_0004447,ORD_006154,Electronics,Wind,1,1608,1608"
"ITEM_0004448,ORD_007617,Beauty,To,3,155,465"
"ITEM_0004449,ORD_000984,Fashion,Great,1,272,272"
"ITEM_0004450,ORD_001769,Groceries,Southern,2,179,358"
"ITEM_0004451,ORD_001404,Electronics,Water,3,944,2832"
"ITEM_0004452,ORD_004022,Groceries,Someone,2,139,278"
"ITEM_0004453,ORD_007544,Electronics,Cold,1,1096,1096"
"ITEM_0004454,ORD_006998,Electronics,Cup,3,1406,4218"
"ITEM_0004455,ORD_000766,Electronics,Until,3,1596,4788"
"ITEM_0004456,ORD_002528,Home & Kitchen,Door,3,578,1734"
"ITEM_0004457,ORD_005231,Fashion,Yourself,2,224,448"
"ITEM_0004458,ORD_004265,Beauty,According,3,148,444"
"ITEM_0004459,ORD_001553,Electronics,Himself,3,1451,4353"
"ITEM_0004460,ORD_004535,Electronics,Pm,2,1984,3968"
"ITEM_0004461,ORD_003540,Home & Kitchen,Fact,1,690,690"
"ITEM_0004462,ORD_002074,Home & Kitchen,Always,1,720,720"
"ITEM_0004463,ORD_001018,Beauty,Our,3,161,483"
"ITEM_0004464,ORD_000539,Groceries,Year,1,153,153"
"ITEM_0004465,ORD_006293,Beauty,Student,3,250,750"
"ITEM_0004466,ORD_006665,Home & Kitchen,Individual,3,752,2256"
"ITEM_0004467,ORD_003691,Beauty,Hospital,3,118,354"
"ITEM_0004468,ORD_006794,Home & Kitchen,Fire,1,251,251"
"ITEM_0004469,ORD_006969,Electronics,Middle,1,1769,1769"
"ITEM_0004470,ORD_000340,Electronics,Personal,2,748,1496"
"ITEM_0004471,ORD_000888,Fashion,Along,3,191,573"
"ITEM_0004472,ORD_000275,Electronics,Hundred,1,1503,1503"
"ITEM_0004473,ORD_005828,Home & Kitchen,Age,1,496,496"
"ITEM_0004474,ORD_005391,Beauty,Moment,3,247,741"
"ITEM_0004475,ORD_002452,Beauty,Fire,1,201,201"
"ITEM_0004476,ORD_001112,Groceries,Final,1,145,145"
"ITEM_0004477,ORD_003793,Electronics,Large,3,1906,5718"
"ITEM_0004478,ORD_004093,Electronics,Until,1,595,595"
"ITEM_0004479,ORD_003958,Fashion,Strategy,3,585,1755"
"ITEM_0004480,ORD_003410,Electronics,Method,3,663,1989"
"ITEM_0004481,ORD_001063,Fashion,Be,1,366,366"
"ITEM_0004482,ORD_007744,Groceries,Itself,2,181,362"
"ITEM_0004483,ORD_003922,Electronics,Wish,1,1424,1424"
"ITEM_0004484,ORD_005379,Electronics,Watch,3,1310,3930"
"ITEM_0004485,ORD_007117,Beauty,Sense,2,205,410"
"ITEM_0004486,ORD_003152,Home & Kitchen,Someone,1,612,612"
"ITEM_0004487,ORD_004491,Electronics,Forward,2,1045,2090"
"ITEM_0004488,ORD_004432,Home & Kitchen,Responsibility,3,736,2208"
"ITEM_0004489,ORD_002178,Home & Kitchen,Present,3,519,1557"
"ITEM_0004490,ORD_000478,Fashion,Wide,2,324,648"
"ITEM_0004491,ORD_004188,Home & Kitchen,Skill,3,719,2157"
"ITEM_0004492,ORD_002901,Beauty,Full,2,298,596"
"ITEM_0004493,ORD_004580,Fashion,One,3,366,1098"
"ITEM_0004494,ORD_001411,Home & Kitchen,Cost,2,309,618"
"ITEM_0004495,ORD_004043,Beauty,Organization,2,125,250"
"ITEM_0004496,ORD_007707,Beauty,Memory,2,193,386"
"ITEM_0004497,ORD_003022,Fashion,Important,1,325,325"
"ITEM_0004498,ORD_002211,Fashion,Decade,2,579,1158"
"ITEM_0004499,ORD_006798,Electronics,Across,3,1454,4362"
"ITEM_0004500,ORD_000726,Groceries,Provide,1,96,96"
"ITEM_0004501,ORD_007801,Electronics,Art,1,1277,1277"
"ITEM_0004502,ORD_003379,Groceries,Itself,1,191,191"
"ITEM_0004503,ORD_006943,Groceries,Religious,2,56,112"
"ITEM_0004504,ORD_002670,Beauty,Talk,1,156,156"
"ITEM_0004505,ORD_003414,Groceries,Ask,3,137,411"
"ITEM_0004506,ORD_000520,Groceries,Argue,2,174,348"
"ITEM_0004507,ORD_005348,Electronics,Material,2,1252,2504"
"ITEM_0004508,ORD_006136,Beauty,Leave,3,294,882"
"ITEM_0004509,ORD_007513,Groceries,Drop,1,161,161"
"ITEM_0004510,ORD_006692,Fashion,Water,2,240,480"
"ITEM_0004511,ORD_002946,Home & Kitchen,Too,1,410,410"
"ITEM_0004512,ORD_007167,Groceries,Mouth,1,185,185"
"ITEM_0004513,ORD_000095,Groceries,Into,3,171,513"
"ITEM_0004514,ORD_002861,Electronics,Eight,2,777,1554"
"ITEM_0004515,ORD_001491,Electronics,Others,1,1307,1307"
"ITEM_0004516,ORD_004376,Beauty,Bar,1,163,163"
"ITEM_0004517,ORD_001507,Beauty,Phone,1,209,209"
"ITEM_0004518,ORD_002106,Electronics,Participant,1,1784,1784"
"ITEM_0004519,ORD_002239,Electronics,Require,3,1623,4869"
"ITEM_0004520,ORD_001270,Groceries,Catch,2,116,232"
"ITEM_0004521,ORD_005179,Beauty,Wish,1,168,168"
"ITEM_0004522,ORD_006569,Home & Kitchen,Simply,2,319,638"
"ITEM_0004523,ORD_005975,Fashion,Agency,1,543,543"
"ITEM_0004524,ORD_003066,Beauty,Education,1,200,200"
"ITEM_0004525,ORD_001976,Beauty,Develop,3,129,387"
"ITEM_0004526,ORD_003441,Fashion,Sing,1,162,162"
"ITEM_0004527,ORD_005537,Electronics,Itself,1,1821,1821"
"ITEM_0004528,ORD_004536,Groceries,Find,1,161,161"
"ITEM_0004529,ORD_005027,Groceries,Mother,2,89,178"
"ITEM_0004530,ORD_006382,Beauty,Surface,2,287,574"
"ITEM_0004531,ORD_007086,Groceries,Nor,1,93,93"
"ITEM_0004532,ORD_006881,Fashion,Claim,1,475,475"
"ITEM_0004533,ORD_002614,Home & Kitchen,Fly,1,445,445"
"ITEM_0004534,ORD_005584,Groceries,From,3,114,342"
"ITEM_0004535,ORD_001930,Home & Kitchen,Recognize,3,643,1929"
"ITEM_0004536,ORD_002524,Groceries,What,1,182,182"
"ITEM_0004537,ORD_002363,Beauty,What,1,195,195"
"ITEM_0004538,ORD_006125,Groceries,Term,1,150,150"
"ITEM_0004539,ORD_002596,Groceries,His,3,81,243"
"ITEM_0004540,ORD_000835,Home & Kitchen,Yet,2,646,1292"
"ITEM_0004541,ORD_006167,Fashion,Such,3,369,1107"
"ITEM_0004542,ORD_003871,Electronics,Nearly,3,1136,3408"
"ITEM_0004543,ORD_002379,Home & Kitchen,Rate,1,206,206"
"ITEM_0004544,ORD_001124,Fashion,Pressure,2,555,1110"
"ITEM_0004545,ORD_003223,Home & Kitchen,Floor,3,466,1398"
"ITEM_0004546,ORD_001714,Home & Kitchen,Card,3,795,2385"
"ITEM_0004547,ORD_006548,Fashion,Box,1,555,555"
"ITEM_0004548,ORD_003669,Home & Kitchen,Else,2,294,588"
"ITEM_0004549,ORD_005840,Beauty,Expect,3,280,840"
"ITEM_0004550,ORD_006751,Home & Kitchen,Single,1,719,719"
"ITEM_0004551,ORD_000181,Home & Kitchen,Analysis,3,476,1428"
"ITEM_0004552,ORD_006072,Groceries,Able,3,119,357"
"ITEM_0004553,ORD_003841,Beauty,Cover,2,117,234"
"ITEM_0004554,ORD_004188,Groceries,Maintain,2,89,178"
"ITEM_0004555,ORD_004076,Electronics,Citizen,3,784,2352"
"ITEM_0004556,ORD_002433,Beauty,Computer,3,98,294"
"ITEM_0004557,ORD_002335,Electronics,Space,1,1900,1900"
"ITEM_0004558,ORD_004324,Beauty,Save,2,93,186"
"ITEM_0004559,ORD_000821,Beauty,Win,3,218,654"
"ITEM_0004560,ORD_000901,Beauty,Partner,1,190,190"
"ITEM_0004561,ORD_003687,Groceries,Strong,3,136,408"
"ITEM_0004562,ORD_007258,Home & Kitchen,Official,1,477,477"
"ITEM_0004563,ORD_003200,Home & Kitchen,Impact,1,317,317"
"ITEM_0004564,ORD_005675,Home & Kitchen,East,1,235,235"
"ITEM_0004565,ORD_000413,Electronics,Teach,1,1559,1559"
"ITEM_0004566,ORD_002065,Groceries,Material,1,133,133"
"ITEM_0004567,ORD_001095,Groceries,Bank,3,131,393"
"ITEM_0004568,ORD_005330,Electronics,Eat,3,667,2001"
"ITEM_0004569,ORD_005684,Fashion,Forward,1,562,562"
"ITEM_0004570,ORD_006444,Home & Kitchen,Budget,3,518,1554"
"ITEM_0004571,ORD_002026,Beauty,Candidate,1,128,128"
"ITEM_0004572,ORD_007933,Groceries,Need,1,171,171"
"ITEM_0004573,ORD_002068,Groceries,Something,3,187,561"
"ITEM_0004574,ORD_007437,Fashion,Information,2,365,730"
"ITEM_0004575,ORD_003826,Groceries,Measure,1,75,75"
"ITEM_0004576,ORD_005093,Beauty,Think,1,176,176"
"ITEM_0004577,ORD_007678,Electronics,Late,3,1175,3525"
"ITEM_0004578,ORD_000504,Fashion,Wonder,1,389,389"
"ITEM_0004579,ORD_001936,Electronics,Child,3,1797,5391"
"ITEM_0004580,ORD_006283,Beauty,Ready,1,234,234"
"ITEM_0004581,ORD_006018,Groceries,Reflect,3,154,462"
"ITEM_0004582,ORD_005247,Home & Kitchen,Fire,1,465,465"
"ITEM_0004583,ORD_003521,Fashion,Age,2,278,556"
"ITEM_0004584,ORD_005842,Fashion,Lot,3,345,1035"
"ITEM_0004585,ORD_002557,Groceries,Child,1,138,138"
"ITEM_0004586,ORD_004826,Home & Kitchen,Car,1,276,276"
"ITEM_0004587,ORD_003241,Electronics,Model,3,840,2520"
"ITEM_0004588,ORD_007899,Beauty,Want,1,127,127"
"ITEM_0004589,ORD_000093,Home & Kitchen,Operation,3,481,1443"
"ITEM_0004590,ORD_006639,Home & Kitchen,Painting,2,624,1248"
"ITEM_0004591,ORD_002028,Electronics,Middle,3,1846,5538"
"ITEM_0004592,ORD_002702,Electronics,Shake,2,1005,2010"
"ITEM_0004593,ORD_000127,Home & Kitchen,Least,2,249,498"
"ITEM_0004594,ORD_005777,Beauty,Half,3,197,591"
"ITEM_0004595,ORD_006463,Home & Kitchen,Plant,1,682,682"
"ITEM_0004596,ORD_006213,Beauty,Thought,3,169,507"
"ITEM_0004597,ORD_006855,Beauty,Think,2,146,292"
"ITEM_0004598,ORD_002565,Groceries,Civil,3,88,264"
"ITEM_0004599,ORD_002023,Home & Kitchen,Mean,3,436,1308"
"ITEM_0004600,ORD_003122,Home & Kitchen,Present,3,715,2145"
"ITEM_0004601,ORD_003331,Groceries,Society,2,128,256"
"ITEM_0004602,ORD_001028,Groceries,Believe,1,51,51"
"ITEM_0004603,ORD_005018,Fashion,Well,1,490,490"
"ITEM_0004604,ORD_003196,Beauty,Pressure,2,150,300"
"ITEM_0004605,ORD_005801,Home & Kitchen,Deal,1,270,270"
"ITEM_0004606,ORD_005636,Beauty,Cultural,3,175,525"
"ITEM_0004607,ORD_003432,Groceries,Source,2,194,388"
"ITEM_0004608,ORD_005161,Fashion,Page,3,493,1479"
"ITEM_0004609,ORD_006755,Beauty,Record,2,112,224"
"ITEM_0004610,ORD_007715,Fashion,Onto,1,303,303"
"ITEM_0004611,ORD_005663,Electronics,Last,1,1617,1617"
"ITEM_0004612,ORD_007546,Fashion,Single,2,570,1140"
"ITEM_0004613,ORD_003856,Fashion,So,3,595,1785"
"ITEM_0004614,ORD_002791,Electronics,Pm,1,1444,1444"
"ITEM_0004615,ORD_005024,Fashion,Nature,2,594,1188"
"ITEM_0004616,ORD_003913,Beauty,Type,3,175,525"
"ITEM_0004617,ORD_003136,Home & Kitchen,Huge,1,266,266"
"ITEM_0004618,ORD_005093,Groceries,Decide,1,98,98"
"ITEM_0004619,ORD_006408,Home & Kitchen,Walk,2,764,1528"
"ITEM_0004620,ORD_001045,Groceries,Resource,1,110,110"
"ITEM_0004621,ORD_007660,Beauty,Successful,2,181,362"
"ITEM_0004622,ORD_005101,Electronics,Focus,2,945,1890"
"ITEM_0004623,ORD_000853,Groceries,Turn,2,184,368"
"ITEM_0004624,ORD_006330,Electronics,Capital,2,810,1620"
"ITEM_0004625,ORD_001430,Fashion,Campaign,2,210,420"
"ITEM_0004626,ORD_004246,Home & Kitchen,Live,2,512,1024"
"ITEM_0004627,ORD_001472,Electronics,Meet,2,927,1854"
"ITEM_0004628,ORD_005218,Home & Kitchen,Wide,2,253,506"
"ITEM_0004629,ORD_004209,Beauty,Forward,1,234,234"
"ITEM_0004630,ORD_000047,Electronics,Action,3,1573,4719"
"ITEM_0004631,ORD_002227,Groceries,White,2,139,278"
"ITEM_0004632,ORD_003208,Fashion,Official,1,546,546"
"ITEM_0004633,ORD_004961,Electronics,Remain,3,1784,5352"
"ITEM_0004634,ORD_005123,Fashion,Light,3,559,1677"
"ITEM_0004635,ORD_005779,Beauty,Car,1,94,94"
"ITEM_0004636,ORD_006097,Beauty,Already,3,226,678"
"ITEM_0004637,ORD_002775,Home & Kitchen,Reach,3,419,1257"
"ITEM_0004638,ORD_007250,Electronics,Open,2,700,1400"
"ITEM_0004639,ORD_007699,Beauty,Know,2,126,252"
"ITEM_0004640,ORD_000260,Fashion,Call,3,218,654"
"ITEM_0004641,ORD_000927,Beauty,Foot,2,98,196"
"ITEM_0004642,ORD_006349,Fashion,Word,2,436,872"
"ITEM_0004643,ORD_004843,Beauty,Base,2,195,390"
"ITEM_0004644,ORD_000922,Beauty,Provide,3,222,666"
"ITEM_0004645,ORD_000497,Electronics,Rise,1,881,881"
"ITEM_0004646,ORD_000025,Fashion,Tough,1,282,282"
"ITEM_0004647,ORD_005562,Electronics,Manager,2,955,1910"
