return_id,order_id,return_date,return_reason,refund_amount,refund_status
RET_00456,ORD_001348,11/15/2025,Changed Mind,742.89,Processed
RET_00458,ORD_003278,1/2/2026,Wrong Item,784.48,Rejected
RET_00459,ORD_000928,1/12/2026,Changed Mind,1205.95,Rejected
RET_00460,ORD_000573,12/8/2025,Size Issue,336.25,Pending
RET_00461,ORD_003648,1/13/2026,Wrong Item,701.21,Rejected
RET_00462,ORD_006593,12/9/2025,Changed Mind,162.49,Processed
RET_00463,ORD_004671,12/23/2025,Defective,433.83,Rejected
RET_00465,ORD_005481,11/16/2025,Size Issue,746.75,Processed
RET_00466,ORD_002454,11/14/2025,Defective,639.89,Processed
RET_00468,ORD_000313,11/17/2025,Changed Mind,840.34,Rejected
RET_00469,ORD_003107,12/29/2025,Wrong Item,916.9,Pending
RET_00472,ORD_003525,10/10/2025,Defective,983.45,Processed
RET_00473,ORD_000265,10/28/2025,Quality Issue,480.42,Pending
RET_00474,ORD_006943,11/16/2025,Size Issue,753,Pending
RET_00475,ORD_006139,12/31/2025,Defective,1140.35,Pending
RET_00476,ORD_000077,11/14/2025,Size Issue,320.12,Pending
RET_00477,ORD_001460,10/22/2025,Size Issue,75.77,Processed
RET_00478,ORD_003376,11/6/2025,Quality Issue,369.16,Rejected
RET_00479,ORD_000185,12/13/2025,Changed Mind,1235.37,Rejected
RET_00480,ORD_006555,11/21/2025,Quality Issue,111.41,Processed
RET_00481,ORD_004047,10/22/2025,Changed Mind,459.84,Rejected
RET_00482,ORD_000592,11/24/2025,Changed Mind,179.48,Processed
RET_00483,ORD_004014,12/8/2025,Defective,1043.46,Rejected
RET_00485,ORD_006339,12/11/2025,Quality Issue,424.39,Pending
RET_00486,ORD_003347,12/2/2025,Defective,1540.01,Processed
RET_00487,ORD_007415,12/22/2025,Quality Issue,1075.53,Rejected
RET_00488,ORD_005100,1/5/2026,Wrong Item,1386.85,Rejected
RET_00489,ORD_006223,11/6/2025,Size Issue,558.02,Rejected
RET_00490,ORD_003234,12/17/2025,Defective,817.87,Processed
RET_00491,ORD_001873,11/7/2025,Quality Issue,658.04,Processed
RET_00492,ORD_007105,11/3/2025,Wrong Item,40.49,Rejected
RET_00493,ORD_005857,12/7/2025,Quality Issue,406.46,Processed
RET_00495,ORD_002792,11/1/2025,Quality Issue,728.04,Pending
RET_00496,ORD_004573,10/27/2025,Quality Issue,645.72,Processed
RET_00497,ORD_004542,11/28/2025,Changed Mind,147.53,Rejected
RET_00498,ORD_004258,12/4/2025,Quality Issue,159.64,Rejected
RET_00499,ORD_003498,11/10/2025,Quality Issue,850.92,Rejected
RET_00500,ORD_000460,11/5/2025,Wrong Item,1403.17,Processed
RET_00501,ORD_004127,11/8/2025,Wrong Item,207.32,Pending
RET_00502,ORD_000038,11/24/2025,Wrong Item,151.44,Rejected
RET_00503,ORD_007073,11/16/2025,Quality Issue,464.3,Processed
RET_00504,ORD_006298,12/21/2025,Changed Mind,1300.03,Rejected
RET_00505,ORD_003561,1/5/2026,Changed Mind,300.01,Processed
RET_00506,ORD_006208,12/2/2025,Defective,1059.64,Rejected
RET_00507,ORD_001510,11/15/2025,Defective,598.63,Processed
RET_00508,ORD_002425,12/28/2025,Quality Issue,1209.3,Rejected
RET_00509,ORD_001828,11/23/2025,Quality Issue,1141.01,Processed
RET_00510,ORD_007611,1/4/2026,Size Issue,761.19,Rejected
RET_00511,ORD_001132,10/18/2025,Wrong Item,725.98,Pending
RET_00512,ORD_006946,12/17/2025,Size Issue,106.09,Rejected
RET_00513,ORD_002358,11/8/2025,Wrong Item,1052.67,Pending
RET_00514,ORD_007679,12/22/2025,Quality Issue,485.44,Pending
RET_00515,ORD_001284,10/26/2025,Quality Issue,819.42,Processed
RET_00516,ORD_000207,11/26/2025,Changed Mind,676.22,Pending
RET_00517,ORD_006121,1/5/2026,Size Issue,241.65,Processed
RET_00518,ORD_004776,12/16/2025,Changed Mind,842.03,Pending
RET_00520,ORD_002426,11/1/2025,Defective,1302.25,Processed
RET_00521,ORD_000607,11/14/2025,Defective,913.3,Rejected
RET_00522,ORD_003879,12/24/2025,Size Issue,918.47,Rejected
RET_00523,ORD_006779,11/26/2025,Defective,520.6,Rejected
RET_00524,ORD_000756,11/22/2025,Quality Issue,1160.11,Pending
RET_00525,ORD_007403,12/21/2025,Wrong Item,440.98,Pending
RET_00527,ORD_007522,11/10/2025,Quality Issue,1344.4,Processed
RET_00528,ORD_003577,12/7/2025,Defective,621.34,Processed
RET_00529,ORD_006220,11/23/2025,Wrong Item,66.46,Pending
RET_00530,ORD_007353,10/24/2025,Defective,100.2,Rejected
RET_00531,ORD_004890,11/11/2025,Quality Issue,736.8,Rejected
RET_00532,ORD_000197,1/7/2026,Size Issue,1749.62,Rejected
RET_00533,ORD_005098,1/4/2026,Changed Mind,744.99,Processed
RET_00534,ORD_004595,11/14/2025,Changed Mind,351.05,Rejected
RET_00536,ORD_005171,1/12/2026,Size Issue,524.03,Pending
RET_00538,ORD_000382,12/18/2025,Defective,177.13,Pending
RET_00539,ORD_005426,10/18/2025,Changed Mind,1427.41,Pending
RET_00540,ORD_007689,10/22/2025,Wrong Item,183.22,Pending
RET_00541,ORD_005272,10/16/2025,Defective,525.2,Pending
RET_00542,ORD_004396,10/20/2025,Wrong Item,618.34,Processed
RET_00543,ORD_000973,10/24/2025,Quality Issue,164.23,Processed
RET_00545,ORD_004775,11/24/2025,Changed Mind,652.28,Pending
RET_00546,ORD_006817,10/26/2025,Size Issue,1243.37,Pending
RET_00547,ORD_005133,1/3/2026,Changed Mind,74.93,Pending
RET_00548,ORD_002042,1/14/2026,Quality Issue,238.91,Processed
RET_00549,ORD_007266,1/1/2026,Quality Issue,572.12,Pending
RET_00550,ORD_007029,11/3/2025,Size Issue,415.44,Rejected
RET_00552,ORD_006341,11/21/2025,Wrong Item,643.19,Processed
RET_00553,ORD_003536,12/13/2025,Wrong Item,729.75,Processed
RET_00554,ORD_002144,1/12/2026,Wrong Item,700.14,Pending
RET_00555,ORD_007432,11/12/2025,Wrong Item,667.3,Pending
RET_00556,ORD_007990,11/8/2025,Size Issue,88.1,Pending
RET_00557,ORD_003607,12/22/2025,Size Issue,719.09,Rejected
RET_00558,ORD_004954,11/3/2025,Changed Mind,1251.86,Processed
RET_00559,ORD_007486,11/28/2025,Quality Issue,265.5,Pending
RET_00560,ORD_006888,11/10/2025,Wrong Item,230.59,Pending
RET_00561,ORD_007378,10/27/2025,Quality Issue,743.55,Pending
RET_00562,ORD_007771,1/10/2026,Defective,1030.94,Rejected
RET_00563,ORD_001674,12/16/2025,Size Issue,322.18,Pending
RET_00564,ORD_002033,12/15/2025,Quality Issue,878.77,Pending
RET_00565,ORD_004458,11/20/2025,Quality Issue,583.16,Processed
RET_00566,ORD_000533,12/30/2025,Defective,1795.77,Pending
RET_00567,ORD_002198,12/10/2025,Quality Issue,45.88,Pending
RET_00568,ORD_005537,11/18/2025,Quality Issue,203.57,Rejected
RET_00569,ORD_005341,1/4/2026,Wrong Item,591.28,Processed
RET_00572,ORD_000844,1/6/2026,Defective,570.43,Rejected
RET_00573,ORD_006739,11/18/2025,Wrong Item,418.67,Processed
RET_00575,ORD_004036,11/13/2025,Quality Issue,188.49,Pending
RET_00576,ORD_005982,10/21/2025,Size Issue,394.32,Rejected
RET_00577,ORD_004579,10/20/2025,Changed Mind,328.12,Rejected
RET_00578,ORD_006415,12/5/2025,Changed Mind,406.54,Rejected
RET_00580,ORD_000053,11/16/2025,Changed Mind,274.47,Rejected
RET_00581,ORD_007693,12/19/2025,Size Issue,711.81,Pending
RET_00582,ORD_003889,12/31/2025,Defective,582.7,Processed
RET_00583,ORD_000388,11/26/2025,Defective,438.59,Rejected
RET_00585,ORD_003700,12/31/2025,Size Issue,96.4,Rejected
RET_00586,ORD_004656,11/29/2025,Defective,1298.52,Rejected
RET_00587,ORD_002112,11/1/2025,Changed Mind,235.81,Rejected
RET_00588,ORD_001936,12/8/2025,Defective,873.92,Pending
RET_00589,ORD_007283,11/1/2025,Defective,1790.59,Pending
RET_00590,ORD_001453,11/7/2025,Defective,523.11,Rejected
RET_00591,ORD_007417,11/29/2025,Wrong Item,52.26,Pending
RET_00592,ORD_005095,12/17/2025,Size Issue,562,Pending
RET_00593,ORD_000697,12/20/2025,Size Issue,374.37,Pending
RET_00594,ORD_003220,11/16/2025,Changed Mind,189.04,Pending
RET_00595,ORD_002727,11/6/2025,Size Issue,589.5,Processed
RET_00596,ORD_002280,11/17/2025,Changed Mind,702.81,Pending
RET_00597,ORD_007366,11/20/2025,Changed Mind,267.58,Processed
RET_00598,ORD_001474,11/1/2025,Defective,437.82,Pending
RET_00599,ORD_007860,10/20/2025,Changed Mind,328.77,Processed
RET_00601,ORD_000049,11/3/2025,Size Issue,1156.95,Pending
RET_00602,ORD_005952,11/18/2025,Wrong Item,771.21,Processed
RET_00603,ORD_005042,11/16/2025,Defective,1531.66,Rejected
RET_00604,ORD_000965,12/18/2025,Wrong Item,1211.43,Pending
RET_00605,ORD_004215,12/13/2025,Size Issue,437.84,Pending
RET_00607,ORD_006123,11/26/2025,Changed Mind,987.8,Rejected
RET_00608,ORD_000023,11/15/2025,Defective,210.55,Processed
RET_00609,ORD_001551,12/10/2025,Defective,1206.46,Processed
RET_00610,ORD_005517,12/26/2025,Changed Mind,1084.62,Pending
RET_00611,ORD_004479,1/7/2026,Quality Issue,83.59,Pending
RET_00612,ORD_005450,11/5/2025,Size Issue,789.13,Pending
RET_00613,ORD_000233,11/9/2025,Size Issue,490.07,Processed
RET_00614,ORD_002103,12/14/2025,Quality Issue,218.5,Processed
RET_00616,ORD_000857,10/18/2025,Size Issue,245.27,Processed
RET_00618,ORD_005439,1/1/2026,Quality Issue,323.79,Pending
RET_00619,ORD_003113,11/19/2025,Size Issue,1163.35,Rejected
RET_00620,ORD_002055,10/16/2025,Defective,716,Processed
RET_00621,ORD_002794,11/5/2025,Wrong Item,146.22,Rejected
RET_00622,ORD_007387,12/13/2025,Changed Mind,292.7,Pending
RET_00624,ORD_006780,10/17/2025,Wrong Item,1011.32,Rejected
RET_00625,ORD_000905,11/29/2025,Size Issue,685.44,Pending
RET_00626,ORD_001926,10/21/2025,Changed Mind,486.3,Rejected
RET_00627,ORD_000750,1/1/2026,Size Issue,840.25,Rejected
RET_00628,ORD_005194,12/21/2025,Changed Mind,814.32,Rejected
RET_00629,ORD_005297,12/24/2025,Changed Mind,1269.7,Rejected
RET_00630,ORD_002184,1/5/2026,Wrong Item,92.22,Pending
RET_00631,ORD_003022,1/7/2026,Changed Mind,655.77,Rejected
RET_00632,ORD_002632,11/16/2025,Size Issue,689.85,Rejected
RET_00633,ORD_006189,11/2/2025,Wrong Item,687.41,Pending
RET_00634,ORD_007712,11/24/2025,Changed Mind,712.01,Processed
RET_00637,ORD_001732,12/9/2025,Defective,652.53,Rejected
RET_00638,ORD_000989,11/17/2025,Changed Mind,1335.64,Rejected
RET_00639,ORD_002257,11/21/2025,Defective,1029.45,Processed
RET_00642,ORD_004791,1/3/2026,Size Issue,192.01,Pending
RET_00643,ORD_006854,12/6/2025,Wrong Item,973.96,Rejected
RET_00644,ORD_004446,12/27/2025,Wrong Item,874.09,Processed
RET_00645,ORD_006233,11/21/2025,Changed Mind,308.92,Rejected
RET_00646,ORD_005155,1/3/2026,Quality Issue,942.31,Pending
RET_00647,ORD_005385,1/3/2026,Changed Mind,629.02,Processed
RET_00648,ORD_004490,1/5/2026,Size Issue,733.53,Processed
RET_00649,ORD_000684,1/6/2026,Wrong Item,782.1,Pending
RET_00650,ORD_001767,10/30/2025,Defective,640.42,Pending
RET_00651,ORD_002612,11/26/2025,Quality Issue,939.32,Rejected
RET_00654,ORD_002659,12/17/2025,Size Issue,600.23,Pending
RET_00655,ORD_001998,12/31/2025,Quality Issue,1391.23,Rejected
RET_00656,ORD_003328,1/9/2026,Changed Mind,819.46,Processed
RET_00657,ORD_002350,10/31/2025,Size Issue,168.8,Processed
RET_00658,ORD_000495,12/21/2025,Defective,378.39,Processed
RET_00659,ORD_007986,1/10/2026,Changed Mind,114.37,Processed
RET_00660,ORD_000392,10/18/2025,Size Issue,205.74,Pending
RET_00661,ORD_006343,12/10/2025,Quality Issue,1034.53,Rejected
RET_00662,ORD_002639,1/5/2026,Defective,700.9,Rejected
RET_00663,ORD_000352,11/14/2025,Defective,937.26,Processed
RET_00664,ORD_003086,11/22/2025,Wrong Item,269.12,Processed
RET_00665,ORD_004290,12/6/2025,Wrong Item,252.85,Processed
RET_00666,ORD_007554,10/21/2025,Size Issue,1360.32,Pending
RET_00667,ORD_001243,11/13/2025,Quality Issue,554.51,Processed
RET_00668,ORD_003645,10/26/2025,Wrong Item,1388.1,Pending
RET_00669,ORD_007503,12/17/2025,Wrong Item,1556.14,Processed
RET_00670,ORD_003018,12/16/2025,Quality Issue,105.18,Pending
RET_00671,ORD_001974,11/10/2025,Size Issue,1826.16,Rejected
RET_00672,ORD_004702,12/21/2025,Changed Mind,789.78,Pending
RET_00673,ORD_006054,1/13/2026,Changed Mind,1525.93,Pending
RET_00674,ORD_003693,12/16/2025,Defective,695.52,Processed
RET_00675,ORD_000451,11/5/2025,Changed Mind,809.8,Rejected
RET_00676,ORD_001697,11/17/2025,Wrong Item,1641.64,Processed
RET_00677,ORD_002763,1/12/2026,Size Issue,355.48,Pending
RET_00678,ORD_005358,11/20/2025,Defective,948.02,Processed
RET_00679,ORD_003243,11/18/2025,Quality Issue,1367.21,Rejected
RET_00680,ORD_001775,1/9/2026,Changed Mind,877.27,Rejected
RET_00683,ORD_003856,11/17/2025,Changed Mind,405.96,Rejected
RET_00684,ORD_005043,12/23/2025,Wrong Item,740.45,Pending
RET_00685,ORD_004850,12/29/2025,Defective,694.77,Pending
RET_00686,ORD_002917,12/10/2025,Size Issue,212.64,Rejected
RET_00687,ORD_004009,11/5/2025,Changed Mind,1474.01,Processed
RET_00688,ORD_005492,12/6/2025,Changed Mind,927.02,Processed
RET_00689,ORD_004922,11/14/2025,Defective,1541.92,Pending
RET_00690,ORD_007655,12/7/2025,Size Issue,463.97,Processed
RET_00691,ORD_004464,11/4/2025,Size Issue,517.76,Pending
RET_00692,ORD_005838,11/8/2025,Size Issue,306.23,Processed
RET_00693,ORD_001469,10/17/2025,Size Issue,386.61,Processed
RET_00694,ORD_002840,12/9/2025,Size Issue,81.9,Pending
RET_00695,ORD_001702,11/24/2025,Wrong Item,134.81,Rejected
RET_00696,ORD_000141,10/13/2025,Changed Mind,83.39,Rejected
RET_00697,ORD_006214,12/16/2025,Defective,864.33,Processed
RET_00698,ORD_002734,12/15/2025,Changed Mind,80.26,Processed
RET_00700,ORD_001770,10/23/2025,Wrong Item,267.04,Processed
RET_00701,ORD_007783,12/15/2025,Quality Issue,739.05,Rejected
RET_00702,ORD_006141,11/13/2025,Quality Issue,146.01,Rejected
RET_00703,ORD_003285,12/23/2025,Size Issue,1202.78,Rejected
RET_00704,ORD_007960,12/23/2025,Wrong Item,1056.27,Rejected
RET_00705,ORD_000535,11/9/2025,Quality Issue,80.94,Rejected
RET_00706,ORD_003317,11/30/2025,Size Issue,387.4,Rejected
RET_00710,ORD_002983,12/7/2025,Size Issue,208.67,Pending
RET_00711,ORD_003087,11/22/2025,Size Issue,276.21,Rejected
RET_00712,ORD_001886,11/22/2025,Defective,756.67,Processed
RET_00713,ORD_004084,1/7/2026,Wrong Item,366.93,Pending
RET_00714,ORD_006698,12/27/2025,Size Issue,274.89,Processed
RET_00715,ORD_005682,1/12/2026,Wrong Item,732.13,Processed
RET_00717,ORD_007571,10/16/2025,Defective,738.25,Pending
RET_00719,ORD_002730,12/7/2025,Defective,603.63,Processed
RET_00720,ORD_005654,11/28/2025,Defective,243.08,Rejected
RET_00721,ORD_000339,11/11/2025,Size Issue,884.17,Rejected
RET_00722,ORD_004261,1/6/2026,Defective,551.14,Processed
RET_00723,ORD_002090,10/29/2025,Defective,1514.09,Pending
RET_00724,ORD_006382,11/12/2025,Quality Issue,325.68,Pending
RET_00725,ORD_001681,11/29/2025,Quality Issue,1432.37,Processed
RET_00726,ORD_006904,11/25/2025,Changed Mind,263.95,Pending
RET_00727,ORD_004062,10/25/2025,Wrong Item,1507.77,Rejected
RET_00728,ORD_003664,12/24/2025,Defective,710.9,Rejected
RET_00730,ORD_004967,1/1/2026,Size Issue,793.17,Pending
RET_00731,ORD_007945,1/1/2026,Changed Mind,789.44,Pending
RET_00732,ORD_003116,10/21/2025,Changed Mind,761.95,Processed
RET_00733,ORD_005649,1/12/2026,Defective,331.3,Processed
RET_00734,ORD_005102,1/14/2026,Size Issue,858.31,Pending
RET_00735,ORD_007270,11/23/2025,Quality Issue,561.62,Rejected
RET_00736,ORD_007428,10/29/2025,Changed Mind,1072.19,Rejected
RET_00737,ORD_006066,12/28/2025,Changed Mind,873.46,Processed
RET_00738,ORD_002566,11/10/2025,Quality Issue,1040.83,Pending
RET_00739,ORD_000698,12/23/2025,Wrong Item,706.7,Processed
RET_00740,ORD_004765,10/29/2025,Defective,553.38,Processed
RET_00741,ORD_001891,12/21/2025,Wrong Item,997.13,Rejected
RET_00742,ORD_006721,12/3/2025,Defective,455.24,Pending
RET_00743,ORD_003934,11/27/2025,Wrong Item,727.15,Processed
RET_00744,ORD_003070,11/16/2025,Changed Mind,1086.14,Pending
RET_00745,ORD_005017,11/27/2025,Defective,100.73,Rejected
RET_00746,ORD_005045,11/13/2025,Changed Mind,230.35,Pending
RET_00747,ORD_006939,10/21/2025,Wrong Item,1648.8,Pending
RET_00748,ORD_005515,12/29/2025,Size Issue,980.17,Processed
RET_00749,ORD_003283,12/19/2025,Quality Issue,961.85,Processed
RET_00750,ORD_005262,10/24/2025,Changed Mind,627.66,Processed
RET_00751,ORD_000386,12/12/2025,Wrong Item,552.13,Pending
RET_00752,ORD_003089,1/2/2026,Defective,146.74,Processed
RET_00753,ORD_003314,10/16/2025,Size Issue,183.02,Rejected
RET_00754,ORD_005337,1/1/2026,Wrong Item,915.57,Pending
RET_00755,ORD_005392,10/17/2025,Quality Issue,296.03,Pending
RET_00757,ORD_006333,11/28/2025,Changed Mind,459.03,Processed
RET_00758,ORD_005476,12/31/2025,Wrong Item,338.73,Processed
RET_00759,ORD_004536,10/28/2025,Defective,1358.32,Pending
RET_00760,ORD_003581,12/26/2025,Quality Issue,181.74,Pending
RET_00761,ORD_006132,11/5/2025,Changed Mind,907.96,Rejected
RET_00763,ORD_001954,11/20/2025,Changed Mind,235.76,Pending
RET_00764,ORD_003437,10/25/2025,Quality Issue,76.92,Processed
RET_00765,ORD_001537,11/4/2025,Size Issue,358.03,Rejected
RET_00766,ORD_000298,10/30/2025,Changed Mind,849.18,Rejected
RET_00767,ORD_000510,11/20/2025,Defective,569.89,Processed
RET_00768,ORD_005564,12/16/2025,Quality Issue,463.18,Processed
RET_00769,ORD_000669,11/11/2025,Changed Mind,801.44,Pending
RET_00770,ORD_000454,10/28/2025,Changed Mind,1314.34,Pending
RET_00773,ORD_003955,12/4/2025,Size Issue,366.74,Rejected
RET_00774,ORD_007675,12/28/2025,Size Issue,525.6,Pending
RET_00775,ORD_002253,11/23/2025,Wrong Item,384.63,Pending
RET_00776,ORD_004632,12/17/2025,Wrong Item,210.12,Processed
RET_00777,ORD_005034,10/17/2025,Changed Mind,300.8,Rejected
RET_00778,ORD_004160,11/12/2025,Defective,713.88,Processed
RET_00779,ORD_003590,12/15/2025,Defective,409.62,Rejected
RET_00780,ORD_001417,11/18/2025,Defective,758.5,Pending
RET_00781,ORD_001607,12/9/2025,Defective,116.16,Rejected
RET_00782,ORD_006130,1/5/2026,Size Issue,490.15,Pending
RET_00783,ORD_000211,12/6/2025,Changed Mind,205.33,Processed
RET_00784,ORD_005685,11/17/2025,Changed Mind,92.59,Processed
RET_00786,ORD_001138,12/14/2025,Defective,912.86,Rejected
RET_00788,ORD_005423,12/11/2025,Defective,697.1,Pending
RET_00789,ORD_004730,12/19/2025,Changed Mind,972.32,Pending
RET_00790,ORD_007791,12/26/2025,Quality Issue,575.32,Pending
RET_00791,ORD_006093,10/18/2025,Quality Issue,554.14,Rejected
RET_00792,ORD_001273,1/10/2026,Size Issue,982.03,Pending
RET_00793,ORD_000641,11/18/2025,Quality Issue,1110.06,Pending
RET_00795,ORD_007213,12/4/2025,Quality Issue,1389.75,Processed
RET_00796,ORD_007265,12/12/2025,Wrong Item,707.46,Processed
RET_00797,ORD_001340,1/6/2026,Wrong Item,1581.76,Processed
RET_00798,ORD_005891,11/5/2025,Wrong Item,1503.2,Processed
RET_00799,ORD_000861,12/22/2025,Size Issue,117.78,Rejected
RET_00800,ORD_002387,10/24/2025,Changed Mind,254.63,Rejected
