order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_001785,CUST_01484,12/18/2025,App,Delivered,1687,184.86,1502.14,COD,SALE13
ORD_001786,CUST_01905,11/9/2025,App,Delivered,1350,0,1350,COD,
ORD_001787,CUST_01414,12/26/2025,App,Delivered,474,0,474,Wallet,
ORD_001788,CUST_01992,12/20/2025,Web,Delivered,1189,0,1189,Card,
ORD_001789,CUST_01260,11/7/2025,App,In Transit,284,0,284,Apple Pay,
ORD_001790,CUST_00569,10/22/2025,Call Center,Delivered,1304,192.57,1111.43,COD,SALE26
ORD_001791,CUST_01507,10/25/2025,App,Delivered,1530,0,1530,Apple Pay,
ORD_001792,CUST_01511,10/7/2025,Call Center,Delivered,964,0,964,Card,
ORD_001793,CUST_01918,12/9/2025,Call Center,Delivered,227,0,227,Wallet,
ORD_001794,CUST_00387,12/22/2025,App,Delivered,496,0,496,Card,
ORD_001795,CUST_01816,10/28/2025,App,Delivered,768,59.15,708.85,Card,SALE21
ORD_001796,CUST_01726,10/17/2025,App,Delivered,1232,175.55,1056.45,Card,SALE11
ORD_001797,CUST_01429,11/9/2025,App,In Transit,1023,0,1023,Apple Pay,
ORD_001798,CUST_01139,12/8/2025,Call Center,Delivered,599,105.78,493.22,Apple Pay,SALE16
ORD_001799,CUST_01530,12/24/2025,Call Center,Delivered,539,48.91,490.09,Card,SALE30
ORD_001800,CUST_01573,11/13/2025,App,Delivered,1210,317.63,892.37,Card,SALE17
ORD_001801,CUST_01977,12/21/2025,App,Returned,988,0,988,COD,
ORD_001802,CUST_00412,12/6/2025,Call Center,Delivered,417,53.84,363.16,Card,SALE27
ORD_001803,CUST_01989,12/6/2025,Web,Cancelled,1839,0,1839,Apple Pay,
ORD_001804,CUST_01083,11/3/2025,Web,Delivered,1609,218.2,1390.8,Card,SALE22
ORD_001805,CUST_00790,12/22/2025,Call Center,Delivered,1934,0,1934,Wallet,
ORD_001806,CUST_00013,10/14/2025,Call Center,Delivered,1790,0,1790,Wallet,
ORD_001807,CUST_00957,10/18/2025,Web,Returned,606,67.94,538.06,Card,SALE24
ORD_001808,CUST_00227,11/19/2025,Call Center,Delivered,1980,0,1980,COD,
ORD_001809,CUST_01019,12/12/2025,Call Center,Delivered,1208,102.67,1105.33,COD,SALE22
ORD_001810,CUST_01953,11/13/2025,Call Center,Delivered,871,0,871,COD,
ORD_001811,CUST_00193,12/17/2025,Web,Delivered,1352,319.36,1032.64,Wallet,SALE29
ORD_001812,CUST_01825,12/14/2025,Web,Delivered,1138,0,1138,Wallet,
ORD_001813,CUST_01304,1/2/2026,Web,Delivered,1474,0,1474,COD,
ORD_001814,CUST_00550,10/15/2025,Web,Delivered,1286,197.24,1088.76,Apple Pay,SALE23
ORD_001815,CUST_01566,11/8/2025,Call Center,Delivered,1308,255.95,1052.05,Apple Pay,SALE10
ORD_001816,CUST_01602,10/19/2025,Web,Delivered,1251,0,1251,Apple Pay,
ORD_001817,CUST_01405,10/16/2025,Call Center,Delivered,622,0,622,Wallet,
ORD_001818,CUST_01246,10/31/2025,Web,Delivered,254,45.47,208.53,Apple Pay,SALE17
ORD_001819,CUST_01291,11/21/2025,App,Delivered,691,70.41,620.59,Card,SALE22
ORD_001820,CUST_00544,11/27/2025,Web,Delivered,699,72.26,626.74,COD,SALE30
ORD_001821,CUST_00670,12/13/2025,App,In Transit,1154,158.77,995.23,Card,SALE15
ORD_001822,CUST_00940,12/29/2025,Web,Delivered,916,0,916,Card,
ORD_001823,CUST_01095,12/2/2025,Web,Delivered,137,9.3,127.7,COD,SALE10
ORD_001824,CUST_00390,10/10/2025,App,Delivered,1239,292.37,946.63,Wallet,SALE27
ORD_001825,CUST_01219,11/4/2025,Web,In Transit,1228,0,1228,Card,
ORD_001826,CUST_01773,12/4/2025,App,Delivered,1233,0,1233,Apple Pay,
ORD_001827,CUST_00027,12/28/2025,App,Delivered,1714,0,1714,Wallet,
ORD_001828,CUST_01391,11/13/2025,App,Delivered,1574,0,1574,Wallet,
ORD_001829,CUST_01867,11/19/2025,Web,Delivered,1421,0,1421,Wallet,
ORD_001830,CUST_01691,11/8/2025,Call Center,Delivered,1671,0,1671,Wallet,
ORD_001831,CUST_00107,10/31/2025,Web,Cancelled,984,0,984,Card,
ORD_001832,CUST_00967,12/14/2025,Web,Cancelled,1438,0,1438,Card,
ORD_001833,CUST_01537,12/8/2025,Web,Delivered,163,0,163,Card,
ORD_001834,CUST_01882,11/27/2025,Web,Cancelled,197,0,197,Wallet,
ORD_001835,CUST_00806,11/3/2025,Web,Delivered,369,53.07,315.93,Apple Pay,SALE27
ORD_001836,CUST_00767,12/13/2025,Web,Cancelled,1948,531.37,1416.63,Apple Pay,SALE14
ORD_001837,CUST_01865,11/20/2025,Call Center,Delivered,1712,105.6,1606.4,Apple Pay,SALE14
ORD_001838,CUST_00378,12/11/2025,App,Delivered,745,197.59,547.41,Wallet,SALE17
ORD_001839,CUST_00604,11/8/2025,App,Delivered,541,133.7,407.3,Wallet,SALE25
ORD_001840,CUST_01109,11/28/2025,Call Center,In Transit,1944,0,1944,Wallet,
ORD_001841,CUST_00896,11/23/2025,App,Delivered,1323,0,1323,COD,
ORD_001842,CUST_00013,11/2/2025,App,Returned,1194,0,1194,Wallet,
ORD_001843,CUST_00341,10/6/2025,Call Center,Delivered,782,56.16,725.84,COD,SALE22
ORD_001844,CUST_01906,12/26/2025,Call Center,In Transit,361,52.22,308.78,COD,SALE30
ORD_001845,CUST_00322,11/10/2025,Web,Delivered,393,37.86,355.14,COD,SALE29
ORD_001846,CUST_01459,10/9/2025,Web,Delivered,809,0,809,COD,
ORD_001847,CUST_00626,12/13/2025,Call Center,In Transit,470,0,470,COD,
ORD_001848,CUST_00237,10/31/2025,Web,Delivered,1559,257.56,1301.44,Card,SALE24
ORD_001849,CUST_01877,12/28/2025,Call Center,Cancelled,236,0,236,Card,
ORD_001850,CUST_00190,12/1/2025,Web,Delivered,843,0,843,Wallet,
ORD_001851,CUST_00750,10/14/2025,App,Delivered,1065,0,1065,COD,
ORD_001852,CUST_01084,11/27/2025,App,In Transit,709,0,709,Apple Pay,
ORD_001853,CUST_00615,10/6/2025,Call Center,Delivered,343,0,343,Wallet,
ORD_001854,CUST_00076,11/22/2025,App,Delivered,692,76.33,615.67,Card,SALE17
ORD_001855,CUST_00446,11/11/2025,App,Cancelled,499,0,499,Card,
ORD_001856,CUST_01691,10/13/2025,Call Center,Cancelled,1509,0,1509,COD,
ORD_001857,CUST_01037,10/27/2025,App,In Transit,974,221.05,752.95,Card,SALE21
ORD_001858,CUST_01113,11/4/2025,App,Delivered,1726,0,1726,Apple Pay,
ORD_001859,CUST_00129,11/24/2025,App,Delivered,476,0,476,Wallet,
ORD_001860,CUST_01354,12/7/2025,Web,Delivered,936,0,936,Apple Pay,
ORD_001861,CUST_00208,10/30/2025,Call Center,Cancelled,1763,178.39,1584.61,Wallet,SALE23
ORD_001862,CUST_00600,11/29/2025,Web,Delivered,1504,0,1504,Apple Pay,
ORD_001863,CUST_01214,11/14/2025,Call Center,Cancelled,1006,144.21,861.79,Wallet,SALE17
ORD_001864,CUST_01239,10/22/2025,Web,Cancelled,529,33.67,495.33,Apple Pay,SALE18
ORD_001865,CUST_01249,10/20/2025,Call Center,Delivered,1955,0,1955,Card,
ORD_001866,CUST_00099,10/27/2025,Call Center,Delivered,1512,0,1512,Apple Pay,
ORD_001867,CUST_01089,12/5/2025,Call Center,Delivered,566,0,566,COD,
ORD_001868,CUST_00839,10/11/2025,Call Center,Delivered,294,30.58,263.42,Wallet,SALE15
ORD_001869,CUST_00568,10/30/2025,Call Center,Delivered,1432,0,1432,Apple Pay,
ORD_001870,CUST_00350,10/24/2025,Web,In Transit,1293,0,1293,Apple Pay,
ORD_001871,CUST_01545,10/29/2025,App,Cancelled,772,82.68,689.32,Card,SALE28
ORD_001872,CUST_00147,11/8/2025,Call Center,Delivered,205,0,205,Card,
ORD_001873,CUST_01084,10/26/2025,App,Delivered,1779,0,1779,Apple Pay,
ORD_001874,CUST_00030,11/22/2025,Call Center,Delivered,1940,0,1940,Wallet,
ORD_001875,CUST_00203,11/30/2025,App,Delivered,1995,0,1995,COD,
ORD_001876,CUST_00215,12/24/2025,App,Delivered,1171,348.15,822.85,Card,SALE16
ORD_001877,CUST_01541,11/9/2025,Call Center,Delivered,1181,0,1181,Card,
ORD_001878,CUST_01007,10/27/2025,App,Delivered,1283,0,1283,Wallet,
ORD_001879,CUST_01682,1/1/2026,Call Center,In Transit,1280,0,1280,COD,
ORD_001880,CUST_00959,10/22/2025,App,Delivered,1806,0,1806,COD,
ORD_001881,CUST_01199,12/8/2025,App,In Transit,1247,360,887,Wallet,SALE12
ORD_001882,CUST_01034,10/27/2025,App,In Transit,1386,112.69,1273.31,Apple Pay,SALE10
ORD_001883,CUST_00260,10/9/2025,Web,Delivered,1674,137,1537,Card,SALE13
ORD_001884,CUST_01198,12/24/2025,App,Delivered,1278,0,1278,COD,
ORD_001885,CUST_00972,11/25/2025,App,Delivered,1846,0,1846,Wallet,
ORD_001886,CUST_01482,11/10/2025,App,Delivered,815,0,815,Wallet,
ORD_001887,CUST_00207,10/31/2025,Call Center,Delivered,1792,0,1792,Wallet,
ORD_001888,CUST_00278,11/26/2025,App,Delivered,771,0,771,COD,
ORD_001889,CUST_00703,10/6/2025,Call Center,Delivered,920,0,920,Apple Pay,
ORD_001890,CUST_01874,11/8/2025,App,Delivered,1651,0,1651,Wallet,
ORD_001891,CUST_00503,12/8/2025,Web,Delivered,1143,102.98,1040.02,Card,SALE10
ORD_001892,CUST_00659,11/9/2025,App,Delivered,1383,0,1383,Wallet,
ORD_001893,CUST_00685,11/15/2025,Web,Delivered,1022,59.88,962.12,Apple Pay,SALE28
ORD_001894,CUST_01618,12/20/2025,App,Delivered,480,0,480,COD,
ORD_001895,CUST_01352,12/17/2025,Call Center,Cancelled,904,218.78,685.22,Apple Pay,SALE25
ORD_001896,CUST_01752,12/14/2025,Call Center,Delivered,472,0,472,Apple Pay,
ORD_001897,CUST_01873,12/3/2025,Web,Delivered,939,0,939,Card,
ORD_001898,CUST_01674,10/8/2025,Web,Delivered,873,66.04,806.96,Card,SALE29
ORD_001899,CUST_01944,11/23/2025,Call Center,Cancelled,1526,0,1526,Wallet,
ORD_001900,CUST_00614,11/12/2025,Web,Delivered,1196,293.29,902.71,Wallet,SALE13
ORD_001901,CUST_01148,10/26/2025,App,Delivered,176,0,176,COD,
ORD_001902,CUST_00997,11/11/2025,App,Delivered,116,0,116,Card,
ORD_001903,CUST_00929,12/20/2025,Call Center,In Transit,639,75.17,563.83,COD,SALE28
ORD_001904,CUST_01179,11/12/2025,Call Center,In Transit,749,106.85,642.15,Apple Pay,SALE25
ORD_001905,CUST_01549,10/11/2025,Call Center,Delivered,923,0,923,Card,
ORD_001906,CUST_01036,10/27/2025,Web,Cancelled,1266,0,1266,Apple Pay,
ORD_001907,CUST_00656,11/20/2025,App,Cancelled,1667,0,1667,COD,
ORD_001908,CUST_01534,11/6/2025,App,In Transit,1802,149.32,1652.68,Card,SALE24
ORD_001909,CUST_01983,11/10/2025,Call Center,Returned,644,98.65,545.35,Card,SALE13
ORD_001910,CUST_01705,11/30/2025,Call Center,In Transit,1651,0,1651,Card,
ORD_001911,CUST_00427,10/20/2025,Call Center,In Transit,515,0,515,Card,
ORD_001912,CUST_01124,11/4/2025,Web,Delivered,1138,0,1138,Wallet,
ORD_001913,CUST_00480,12/7/2025,Web,Delivered,1148,0,1148,Apple Pay,
ORD_001914,CUST_00515,12/22/2025,App,Delivered,1020,0,1020,Card,
ORD_001915,CUST_00715,12/10/2025,Call Center,In Transit,1375,400.55,974.45,Apple Pay,SALE10
ORD_001916,CUST_00811,12/17/2025,Web,Delivered,481,0,481,COD,
ORD_001917,CUST_01736,12/13/2025,App,Cancelled,180,28.83,151.17,Card,SALE30
ORD_001918,CUST_00275,1/3/2026,Web,In Transit,829,0,829,Card,
ORD_001919,CUST_01414,11/1/2025,Call Center,Delivered,140,0,140,Wallet,
ORD_001920,CUST_00327,11/30/2025,Web,Returned,304,0,304,COD,
ORD_001921,CUST_00155,12/27/2025,Call Center,Delivered,1820,0,1820,Wallet,
ORD_001922,CUST_00296,11/29/2025,Call Center,Returned,302,87.14,214.86,Card,SALE28
ORD_001923,CUST_01525,11/15/2025,Web,Cancelled,1595,155.46,1439.54,Apple Pay,SALE16
ORD_001924,CUST_00161,11/1/2025,Web,In Transit,475,0,475,COD,
ORD_001925,CUST_01705,10/7/2025,Call Center,Delivered,693,0,693,COD,
ORD_001926,CUST_01093,10/16/2025,App,Delivered,958,0,958,Wallet,
ORD_001927,CUST_00204,10/7/2025,Web,Delivered,883,0,883,Apple Pay,
ORD_001928,CUST_00818,11/7/2025,Call Center,Delivered,124,0,124,Card,
ORD_001929,CUST_00687,12/4/2025,Web,Cancelled,410,21.8,388.2,Apple Pay,SALE14
ORD_001930,CUST_00403,11/12/2025,Call Center,Delivered,243,0,243,Card,
ORD_001931,CUST_01239,11/24/2025,App,Delivered,794,0,794,Apple Pay,
ORD_001932,CUST_01957,10/23/2025,App,Delivered,598,0,598,Apple Pay,
ORD_001933,CUST_01542,12/30/2025,Call Center,Delivered,542,31.95,510.05,COD,SALE12
ORD_001934,CUST_01666,11/16/2025,Call Center,Delivered,323,0,323,Apple Pay,
ORD_001935,CUST_00799,11/1/2025,App,Delivered,1911,0,1911,Card,
ORD_001936,CUST_01889,11/29/2025,Call Center,Delivered,1747,142.59,1604.41,Card,SALE25
ORD_001937,CUST_01121,12/26/2025,Web,In Transit,327,0,327,Apple Pay,
ORD_001938,CUST_00834,12/28/2025,App,In Transit,625,0,625,Wallet,
ORD_001939,CUST_00270,12/11/2025,Web,Delivered,700,202.72,497.28,Apple Pay,SALE10
ORD_001940,CUST_00440,10/20/2025,Web,In Transit,395,0,395,COD,
ORD_001941,CUST_00035,10/21/2025,Web,Delivered,1600,399.44,1200.56,Apple Pay,SALE25
ORD_001942,CUST_01264,1/1/2026,App,Delivered,1909,0,1909,Apple Pay,
ORD_001943,CUST_00461,12/18/2025,Web,Delivered,1413,115.27,1297.73,Apple Pay,SALE29
ORD_001944,CUST_01142,12/31/2025,Call Center,Delivered,1775,0,1775,Wallet,
ORD_001945,CUST_00719,12/20/2025,Web,Delivered,1794,194.53,1599.47,Card,SALE13
ORD_001946,CUST_01905,10/27/2025,Call Center,Cancelled,1277,104.67,1172.33,Card,SALE15
ORD_001947,CUST_01804,11/13/2025,Call Center,Delivered,1749,0,1749,Apple Pay,
ORD_001948,CUST_00877,10/30/2025,Call Center,Delivered,622,0,622,COD,
ORD_001949,CUST_00121,1/2/2026,Call Center,Delivered,1049,0,1049,Wallet,
ORD_001950,CUST_01047,12/5/2025,Web,In Transit,1034,0,1034,Card,
ORD_001951,CUST_00067,11/2/2025,Web,Delivered,1256,0,1256,COD,
ORD_001952,CUST_00090,12/28/2025,Web,Delivered,275,0,275,COD,
ORD_001953,CUST_00262,12/9/2025,Web,Returned,904,111.22,792.78,Wallet,SALE27
ORD_001954,CUST_00554,11/7/2025,App,Delivered,650,0,650,Card,
ORD_001955,CUST_01081,11/12/2025,Web,Delivered,558,0,558,COD,
ORD_001956,CUST_00136,12/13/2025,App,Delivered,403,20.54,382.46,Apple Pay,SALE14
ORD_001957,CUST_01849,11/22/2025,App,Cancelled,1874,0,1874,COD,
ORD_001958,CUST_00038,10/25/2025,Call Center,Delivered,104,0,104,Wallet,
ORD_001959,CUST_00491,10/20/2025,App,Delivered,1623,146.61,1476.39,Card,SALE26
ORD_001960,CUST_01594,10/23/2025,App,Delivered,1167,0,1167,Card,
ORD_001961,CUST_01956,12/23/2025,Web,Delivered,931,48.7,882.3,COD,SALE17
ORD_001962,CUST_00936,10/21/2025,Call Center,Delivered,384,26.94,357.06,Apple Pay,SALE29
ORD_001963,CUST_01110,11/21/2025,Web,Delivered,191,0,191,Card,
ORD_001964,CUST_00984,12/1/2025,Web,Delivered,1850,429.46,1420.54,Card,SALE10
ORD_001965,CUST_01723,10/20/2025,Call Center,Delivered,1986,0,1986,COD,
ORD_001966,CUST_01824,12/22/2025,Call Center,In Transit,610,0,610,Apple Pay,
ORD_001967,CUST_00175,11/24/2025,App,Delivered,268,61.24,206.76,Wallet,SALE18
ORD_001968,CUST_01555,10/22/2025,Web,Delivered,775,0,775,Card,
ORD_001969,CUST_01362,1/2/2026,App,Delivered,487,63.55,423.45,Wallet,SALE17
ORD_001970,CUST_00062,11/7/2025,Web,Delivered,668,0,668,Wallet,
ORD_001971,CUST_01442,11/30/2025,Web,Delivered,680,0,680,COD,
ORD_001972,CUST_00120,10/25/2025,App,Delivered,1566,0,1566,Card,
ORD_001973,CUST_01577,10/26/2025,App,Delivered,1759,0,1759,COD,
ORD_001974,CUST_00456,10/30/2025,Web,Delivered,1985,0,1985,Wallet,
ORD_001975,CUST_01825,11/14/2025,App,Delivered,102,0,102,Wallet,
ORD_001976,CUST_01411,11/23/2025,App,Delivered,1125,252.6,872.4,Wallet,SALE30
ORD_001977,CUST_00328,12/6/2025,Web,Returned,494,0,494,Card,
ORD_001978,CUST_00327,10/16/2025,App,Returned,117,0,117,COD,
ORD_001979,CUST_00238,10/8/2025,Web,Cancelled,1229,74.62,1154.38,COD,SALE30
ORD_001980,CUST_00037,11/28/2025,Call Center,Cancelled,770,0,770,Apple Pay,
ORD_001981,CUST_01233,12/12/2025,App,Delivered,334,53.15,280.85,Apple Pay,SALE23
ORD_001982,CUST_00262,10/24/2025,App,Delivered,148,0,148,Apple Pay,
ORD_001983,CUST_01482,12/12/2025,App,Returned,277,0,277,COD,
ORD_001984,CUST_00875,12/26/2025,Web,Delivered,1262,179.86,1082.14,Card,SALE30
ORD_001985,CUST_01091,11/17/2025,App,Delivered,1952,0,1952,Apple Pay,
ORD_001986,CUST_01669,12/1/2025,Web,Delivered,991,71.79,919.21,Card,SALE19
ORD_001987,CUST_00296,11/8/2025,Web,Returned,1441,0,1441,Wallet,
ORD_001988,CUST_01274,12/23/2025,Web,Delivered,884,46.42,837.58,Wallet,SALE25
ORD_001989,CUST_00420,11/25/2025,Web,In Transit,1572,176.99,1395.01,Wallet,SALE17
ORD_001990,CUST_00864,12/24/2025,Web,Returned,816,0,816,COD,
ORD_001991,CUST_01535,10/9/2025,App,In Transit,434,114.37,319.63,COD,SALE22
ORD_001992,CUST_01736,11/11/2025,Call Center,In Transit,1027,232.52,794.48,Wallet,SALE22
ORD_001993,CUST_00157,10/16/2025,Web,Cancelled,412,78.86,333.14,Apple Pay,SALE27
ORD_001994,CUST_01730,11/30/2025,Call Center,Delivered,1005,0,1005,Apple Pay,
ORD_001995,CUST_00327,10/21/2025,App,Delivered,1799,0,1799,Wallet,
ORD_001996,CUST_01997,12/21/2025,Call Center,Delivered,130,0,130,Apple Pay,
ORD_001997,CUST_00642,11/30/2025,App,Delivered,717,121.05,595.95,Wallet,SALE23
ORD_001998,CUST_00313,12/20/2025,App,Delivered,1899,166.81,1732.19,Apple Pay,SALE18
ORD_001999,CUST_00731,12/2/2025,Call Center,In Transit,1338,114.57,1223.43,Card,SALE22
ORD_002000,CUST_01317,12/23/2025,App,Delivered,1451,188.78,1262.22,Apple Pay,SALE16
ORD_002001,CUST_01088,12/16/2025,Web,Delivered,1219,0,1219,Apple Pay,
ORD_002002,CUST_00691,10/9/2025,Call Center,In Transit,578,0,578,COD,
ORD_002003,CUST_01059,11/29/2025,Call Center,In Transit,1582,0,1582,Card,
ORD_002004,CUST_01774,1/1/2026,Web,In Transit,929,0,929,Card,
ORD_002005,CUST_00330,11/17/2025,Web,Delivered,189,0,189,Wallet,
ORD_002006,CUST_01768,12/31/2025,App,Delivered,268,18.4,249.6,Card,SALE19
ORD_002007,CUST_00009,12/4/2025,Web,Delivered,1351,138.87,1212.13,Apple Pay,SALE11
ORD_002008,CUST_00128,10/6/2025,App,Delivered,219,0,219,Apple Pay,
ORD_002009,CUST_01869,12/28/2025,App,Delivered,1227,137.78,1089.22,Wallet,SALE11
ORD_002010,CUST_01883,11/4/2025,App,Delivered,127,0,127,Apple Pay,
ORD_002011,CUST_01685,11/5/2025,Call Center,Delivered,1630,0,1630,Card,
ORD_002012,CUST_01552,11/15/2025,App,In Transit,1698,235.11,1462.89,Wallet,SALE29
ORD_002013,CUST_00530,12/22/2025,Call Center,Delivered,1638,423.04,1214.96,Apple Pay,SALE26
ORD_002014,CUST_01288,12/19/2025,App,Delivered,773,222.77,550.23,Apple Pay,SALE20
ORD_002015,CUST_00340,12/19/2025,App,Delivered,557,0,557,COD,
ORD_002016,CUST_01777,11/8/2025,Call Center,Delivered,1243,0,1243,Apple Pay,
ORD_002017,CUST_00116,12/5/2025,Web,Delivered,381,41.86,339.14,Apple Pay,SALE13
ORD_002018,CUST_01414,10/30/2025,App,In Transit,973,0,973,Apple Pay,
ORD_002019,CUST_01831,12/9/2025,Call Center,Delivered,1809,0,1809,Apple Pay,
ORD_002020,CUST_01587,12/19/2025,Call Center,Delivered,614,0,614,Wallet,
ORD_002021,CUST_00917,11/11/2025,Call Center,Cancelled,1815,0,1815,Card,
ORD_002022,CUST_01380,10/25/2025,Web,In Transit,472,49.42,422.58,Apple Pay,SALE26
ORD_002023,CUST_01334,12/2/2025,Call Center,Cancelled,164,0,164,COD,
ORD_002024,CUST_00810,12/11/2025,App,Returned,1735,123.76,1611.24,Card,SALE22
ORD_002025,CUST_00788,10/18/2025,Call Center,In Transit,1298,0,1298,Wallet,
ORD_002026,CUST_00816,10/10/2025,Web,Delivered,1834,0,1834,Apple Pay,
ORD_002027,CUST_01270,10/7/2025,App,Delivered,1497,84.77,1412.23,Wallet,SALE14
ORD_002028,CUST_01507,12/20/2025,Web,Cancelled,283,0,283,COD,
ORD_002029,CUST_00984,1/2/2026,App,Delivered,895,0,895,Card,
ORD_002030,CUST_01829,12/14/2025,Web,In Transit,1765,223.6,1541.4,Card,SALE29
ORD_002031,CUST_00591,10/26/2025,Web,Delivered,1202,284.49,917.51,COD,SALE10
ORD_002032,CUST_00220,11/10/2025,Call Center,In Transit,120,0,120,Card,
ORD_002033,CUST_01758,12/5/2025,App,Delivered,1767,0,1767,Wallet,
ORD_002034,CUST_00976,11/18/2025,Call Center,Delivered,1966,0,1966,Apple Pay,
ORD_002035,CUST_01461,12/3/2025,App,Delivered,1530,0,1530,Wallet,
ORD_002036,CUST_00186,12/23/2025,App,Delivered,576,0,576,Card,
ORD_002037,CUST_00862,12/1/2025,App,Delivered,1903,268.72,1634.28,Apple Pay,SALE13
ORD_002038,CUST_01131,11/21/2025,Web,Delivered,755,0,755,Card,
ORD_002039,CUST_00157,11/7/2025,Web,Delivered,380,0,380,Card,
ORD_002040,CUST_00763,10/23/2025,Web,Delivered,374,0,374,Wallet,
ORD_002041,CUST_00771,10/14/2025,App,In Transit,841,0,841,Apple Pay,
ORD_002042,CUST_00786,1/1/2026,App,Delivered,429,0,429,Wallet,
ORD_002043,CUST_00758,11/29/2025,Web,In Transit,991,133.05,857.95,Apple Pay,SALE14
ORD_002044,CUST_00905,12/21/2025,App,Delivered,175,0,175,Card,
ORD_002045,CUST_00251,11/18/2025,Web,In Transit,1793,0,1793,Apple Pay,
ORD_002046,CUST_00986,10/10/2025,Call Center,Delivered,1188,312.32,875.68,Card,SALE25
ORD_002047,CUST_00468,10/28/2025,App,In Transit,751,0,751,Apple Pay,
ORD_002048,CUST_01031,11/23/2025,Call Center,Delivered,707,94.78,612.22,COD,SALE22
ORD_002049,CUST_00354,11/22/2025,Web,In Transit,202,0,202,Apple Pay,
ORD_002050,CUST_00303,11/7/2025,App,Delivered,1503,0,1503,Wallet,
ORD_002051,CUST_00878,12/2/2025,App,Delivered,193,0,193,Apple Pay,
ORD_002052,CUST_00980,12/26/2025,Call Center,Delivered,1499,0,1499,Wallet,
ORD_002053,CUST_00822,11/4/2025,Web,Delivered,526,77.16,448.84,Wallet,SALE29
ORD_002054,CUST_01084,11/9/2025,Call Center,Delivered,356,0,356,Apple Pay,
ORD_002055,CUST_01835,10/10/2025,Call Center,Delivered,1343,0,1343,Wallet,
ORD_002056,CUST_00806,10/20/2025,Call Center,Delivered,1158,264.6,893.4,Card,SALE20
ORD_002057,CUST_00482,12/1/2025,App,Delivered,1697,0,1697,Card,
ORD_002058,CUST_01709,10/18/2025,App,Delivered,1507,0,1507,Apple Pay,
ORD_002059,CUST_01854,11/23/2025,Call Center,Cancelled,1620,0,1620,Apple Pay,
ORD_002060,CUST_01397,10/12/2025,Call Center,Delivered,627,51.05,575.95,Apple Pay,SALE11
ORD_002061,CUST_01220,11/5/2025,Web,Delivered,1608,0,1608,Wallet,
ORD_002062,CUST_01742,12/25/2025,Call Center,Delivered,621,0,621,Card,
ORD_002063,CUST_00302,12/11/2025,Web,Delivered,594,61,533,Apple Pay,SALE14
ORD_002064,CUST_01447,12/12/2025,App,Cancelled,1032,70.2,961.8,COD,SALE25
ORD_002065,CUST_00154,11/5/2025,Web,Delivered,311,0,311,Apple Pay,
ORD_002066,CUST_00219,11/10/2025,App,Delivered,972,142.76,829.24,Wallet,SALE15
ORD_002067,CUST_00592,11/30/2025,Call Center,Delivered,1363,280.49,1082.51,COD,SALE11
ORD_002068,CUST_00213,11/10/2025,Call Center,Delivered,867,0,867,COD,
ORD_002069,CUST_00370,11/12/2025,Call Center,In Transit,483,0,483,Card,
ORD_002070,CUST_00378,10/9/2025,Web,Delivered,295,83.65,211.35,Card,SALE11
ORD_002071,CUST_01779,12/25/2025,Web,Delivered,964,0,964,Card,
ORD_002072,CUST_00165,11/13/2025,App,Delivered,1987,0,1987,Card,
ORD_002073,CUST_00023,12/30/2025,Web,Delivered,1918,0,1918,COD,
ORD_002074,CUST_00940,12/11/2025,Web,Cancelled,478,0,478,Apple Pay,
ORD_002075,CUST_00232,11/8/2025,App,Delivered,1282,0,1282,Apple Pay,
ORD_002076,CUST_00011,10/26/2025,App,Returned,987,283.65,703.35,Card,SALE22
ORD_002077,CUST_00321,11/20/2025,Call Center,Delivered,1648,311.5,1336.5,Wallet,SALE13
ORD_002078,CUST_00461,12/18/2025,Web,Delivered,1531,189.56,1341.44,Apple Pay,SALE15
ORD_002079,CUST_01173,12/19/2025,Web,Delivered,1207,210.03,996.97,Card,SALE19
ORD_002080,CUST_00880,12/27/2025,App,In Transit,1681,0,1681,Apple Pay,
ORD_002081,CUST_00679,12/13/2025,Web,Cancelled,1026,0,1026,Wallet,
ORD_002082,CUST_00543,10/16/2025,Call Center,Delivered,828,197.24,630.76,Wallet,SALE10
ORD_002083,CUST_01119,11/9/2025,Web,In Transit,1027,103.28,923.72,Apple Pay,SALE25
ORD_002084,CUST_00045,12/13/2025,App,Delivered,844,113.64,730.36,Card,SALE28
ORD_002085,CUST_00340,12/11/2025,App,Cancelled,1825,199.84,1625.16,Wallet,SALE17
ORD_002086,CUST_00531,10/26/2025,Call Center,Cancelled,1369,0,1369,COD,
ORD_002087,CUST_00395,12/3/2025,App,Delivered,455,92.03,362.97,COD,SALE17
ORD_002088,CUST_00316,11/17/2025,Call Center,In Transit,832,0,832,Wallet,
ORD_002089,CUST_01812,12/6/2025,Web,Delivered,1847,308.5,1538.5,Card,SALE17
ORD_002090,CUST_01033,10/25/2025,Call Center,Delivered,1851,0,1851,COD,
ORD_002091,CUST_01589,12/3/2025,App,Cancelled,1377,0,1377,Wallet,
ORD_002092,CUST_01883,12/14/2025,Call Center,Delivered,1840,0,1840,Card,
ORD_002093,CUST_00711,10/23/2025,Call Center,Delivered,1762,0,1762,COD,
ORD_002094,CUST_01979,11/30/2025,Web,Delivered,350,0,350,Card,
