fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FULL_001790,ORD_001790,Abu Dhabi Hub,Zone F,2025-12-11,2025-12-11,On Time,,FastTrack
FULL_001791,ORD_001791,Dubai Hub,Zone C,2025-12-06,2025-12-06,On Time,,QuickShip
FULL_001792,ORD_001792,Dubai Hub,Zone E,2025-11-04,,Failed,Customer Unavailable,FastTrack
FULL_001793,ORD_001793,Dubai Hub,Zone D,2025-12-03,2025-12-04,Delayed,Warehouse Delay,QuickShip
FULL_001794,ORD_001794,Sharjah Hub,Zone E,2025-12-22,2025-12-22,On Time,,QuickShip
FULL_001795,ORD_001795,Abu Dhabi Hub,Zone A,2026-01-06,2026-01-06,On Time,,SpeedLink
FULL_001796,ORD_001796,Dubai Hub,Zone B,2025-10-31,2025-10-29,On Time,,FastTrack
FULL_001797,ORD_001797,Sharjah Hub,Zone E,2025-11-10,2025-11-08,On Time,,FastTrack
FULL_001798,ORD_001798,Abu Dhabi Hub,Zone A,2025-10-22,2025-10-22,On Time,,FastTrack
FULL_001799,ORD_001799,Dubai Hub,Zone A,2025-11-29,2025-11-29,On Time,,QuickShip
FULL_001800,ORD_001800,Dubai Hub,Zone B,2025-11-15,2025-11-15,On Time,,QuickShip
FULL_001801,ORD_001801,Abu Dhabi Hub,Zone E,2025-12-28,2025-12-28,On Time,,FastTrack
FULL_001802,ORD_001802,Sharjah Hub,Zone E,2025-12-21,,Pending,,SpeedLink
FULL_001803,ORD_001803,Dubai Hub,Zone E,2025-11-19,2025-11-19,On Time,,SpeedLink
FULL_001804,ORD_001804,Dubai Hub,Zone B,2026-01-02,2026-01-06,Delayed,Traffic/Weather,FastTrack
FULL_001805,ORD_001805,Dubai Hub,Zone C,2025-11-11,2025-11-09,On Time,,FastTrack
FULL_001806,ORD_001806,Dubai Hub,Zone B,2025-11-09,,Failed,Customer Unavailable,FastTrack
FULL_001807,ORD_001807,Dubai Hub,Zone A,2025-12-19,2025-12-24,Delayed,Address Issue,SpeedLink
FULL_001808,ORD_001808,Dubai Hub,Zone B,2025-12-07,,Failed,Customer Unavailable,SpeedLink
FULL_001809,ORD_001809,Dubai Hub,Zone F,2025-10-25,2025-10-25,On Time,,FastTrack
FULL_001810,ORD_001810,Dubai Hub,Zone D,2025-11-10,2025-11-10,On Time,,SpeedLink
FULL_001811,ORD_001811,Sharjah Hub,Zone B,2025-11-06,2025-11-09,Delayed,Traffic/Weather,SpeedLink
FULL_001812,ORD_001812,Abu Dhabi Hub,Zone B,2025-11-11,,Pending,,QuickShip
FULL_001813,ORD_001813,Dubai Hub,Zone F,2026-01-04,,Failed,Customer Unavailable,FastTrack
FULL_001814,ORD_001814,Dubai Hub,Zone A,2025-11-04,2025-11-04,On Time,,SpeedLink
FULL_001815,ORD_001815,Sharjah Hub,Zone A,2025-12-23,2025-12-23,On Time,,SpeedLink
FULL_001816,ORD_001816,Abu Dhabi Hub,Zone E,2025-11-24,,Failed,Address Issue,FastTrack
FULL_001817,ORD_001817,Sharjah Hub,Zone C,2025-12-28,,Failed,Address Issue,QuickShip
FULL_001818,ORD_001818,Dubai Hub,Zone C,2025-10-31,2025-10-30,On Time,,QuickShip
FULL_001819,ORD_001819,Dubai Hub,Zone A,2025-11-05,2025-11-05,On Time,,FastTrack
FULL_001820,ORD_001820,Abu Dhabi Hub,Zone E,2025-10-12,,Failed,Address Issue,SpeedLink
FULL_001821,ORD_001821,Dubai Hub,Zone B,2026-01-04,2026-01-03,On Time,,SpeedLink
FULL_001822,ORD_001822,Sharjah Hub,Zone A,2025-10-31,2025-10-29,On Time,,FastTrack
FULL_001823,ORD_001823,Dubai Hub,Zone C,2025-10-29,2025-10-28,On Time,,FastTrack
FULL_001824,ORD_001824,Sharjah Hub,Zone A,2026-01-08,2026-01-05,On Time,,SpeedLink
FULL_001825,ORD_001825,Dubai Hub,Zone D,2025-12-07,2025-12-04,On Time,,QuickShip
FULL_001826,ORD_001826,Dubai Hub,Zone F,2025-12-06,2025-12-06,On Time,,FastTrack
FULL_001827,ORD_001827,Dubai Hub,Zone A,2025-11-18,,Pending,,QuickShip
FULL_001828,ORD_001828,Dubai Hub,Zone F,2025-11-30,2025-12-05,Delayed,Traffic/Weather,FastTrack
FULL_001829,ORD_001829,Dubai Hub,Zone E,2026-01-05,2026-01-04,On Time,,FastTrack
FULL_001830,ORD_001830,Dubai Hub,Zone F,2025-12-18,,Pending,,SpeedLink
FULL_001831,ORD_001831,Dubai Hub,Zone D,2025-12-16,2025-12-16,On Time,,QuickShip
FULL_001832,ORD_001832,Sharjah Hub,Zone E,2025-11-07,2025-11-07,On Time,,SpeedLink
FULL_001833,ORD_001833,Abu Dhabi Hub,Zone F,2025-11-13,2025-11-12,On Time,,FastTrack
FULL_001834,ORD_001834,Abu Dhabi Hub,Zone D,2025-12-03,2025-12-01,On Time,,QuickShip
FULL_001835,ORD_001835,Dubai Hub,Zone A,2025-12-14,2025-12-15,Delayed,Address Issue,QuickShip
FULL_001836,ORD_001836,Dubai Hub,Zone C,2025-12-07,,Failed,Customer Unavailable,SpeedLink
FULL_001837,ORD_001837,Dubai Hub,Zone B,2025-10-14,2025-10-16,Delayed,Warehouse Delay,FastTrack
FULL_001838,ORD_001838,Sharjah Hub,Zone C,2025-10-20,,Failed,Customer Unavailable,SpeedLink
FULL_001839,ORD_001839,Abu Dhabi Hub,Zone F,2025-12-10,2025-12-08,On Time,,QuickShip
FULL_001840,ORD_001840,Sharjah Hub,Zone C,2025-12-27,2025-12-29,Delayed,Traffic/Weather,SpeedLink
FULL_001841,ORD_001841,Dubai Hub,Zone C,2025-11-24,2025-11-24,On Time,,FastTrack
FULL_001842,ORD_001842,Abu Dhabi Hub,Zone B,2025-11-11,2025-11-11,On Time,,SpeedLink
FULL_001843,ORD_001843,Dubai Hub,Zone E,2025-11-13,,Pending,,FastTrack
FULL_001844,ORD_001844,Abu Dhabi Hub,Zone E,2025-11-14,2025-11-17,Delayed,Rider Unavailable,FastTrack
FULL_001845,ORD_001845,Dubai Hub,Zone E,2025-12-13,2025-12-13,On Time,,QuickShip
FULL_001846,ORD_001846,Dubai Hub,Zone A,2026-01-02,,Failed,Address Issue,FastTrack
FULL_001847,ORD_001847,Dubai Hub,Zone A,2025-12-17,2025-12-17,On Time,,FastTrack
FULL_001848,ORD_001848,Dubai Hub,Zone D,2025-10-29,,Pending,,SpeedLink
FULL_001849,ORD_001849,Dubai Hub,Zone C,2026-01-01,2026-01-01,On Time,,QuickShip
FULL_001850,ORD_001850,Abu Dhabi Hub,Zone D,2025-12-20,2025-12-18,On Time,,FastTrack
FULL_001851,ORD_001851,Abu Dhabi Hub,Zone F,2025-11-07,2025-11-07,On Time,,SpeedLink
FULL_001852,ORD_001852,Sharjah Hub,Zone E,2025-12-27,2025-12-27,On Time,,SpeedLink
FULL_001853,ORD_001853,Dubai Hub,Zone E,2025-10-15,,Pending,,SpeedLink
FULL_001854,ORD_001854,Dubai Hub,Zone C,2025-12-19,2025-12-19,On Time,,SpeedLink
FULL_001855,ORD_001855,Abu Dhabi Hub,Zone A,2025-12-20,2025-12-20,On Time,,FastTrack
FULL_001856,ORD_001856,Sharjah Hub,Zone A,2025-11-04,2025-11-03,On Time,,QuickShip
FULL_001857,ORD_001857,Dubai Hub,Zone D,2025-10-30,,Pending,,SpeedLink
FULL_001858,ORD_001858,Dubai Hub,Zone B,2025-12-14,2025-12-16,Delayed,Traffic/Weather,SpeedLink
FULL_001859,ORD_001859,Abu Dhabi Hub,Zone E,2025-11-11,2025-11-09,On Time,,QuickShip
FULL_001860,ORD_001860,Dubai Hub,Zone A,2025-12-17,2025-12-22,Delayed,Warehouse Delay,SpeedLink
FULL_001861,ORD_001861,Abu Dhabi Hub,Zone B,2025-11-26,2025-11-26,On Time,,FastTrack
FULL_001862,ORD_001862,Sharjah Hub,Zone F,2025-11-24,2025-11-28,Delayed,Traffic/Weather,QuickShip
FULL_001863,ORD_001863,Abu Dhabi Hub,Zone F,2025-11-09,2025-11-09,On Time,,FastTrack
FULL_001864,ORD_001864,Abu Dhabi Hub,Zone B,2026-01-01,2026-01-06,Delayed,Rider Unavailable,QuickShip
FULL_001865,ORD_001865,Sharjah Hub,Zone A,2025-11-05,2025-11-09,Delayed,Traffic/Weather,SpeedLink
FULL_001866,ORD_001866,Dubai Hub,Zone A,2025-11-22,2025-11-19,On Time,,SpeedLink
FULL_001867,ORD_001867,Sharjah Hub,Zone C,2025-10-14,2025-10-19,Delayed,Customer Unavailable,SpeedLink
FULL_001868,ORD_001868,Dubai Hub,Zone D,2025-11-05,,Failed,Address Issue,QuickShip
FULL_001869,ORD_001869,Dubai Hub,Zone B,2026-01-07,,Pending,,QuickShip
FULL_001870,ORD_001870,Dubai Hub,Zone E,2025-10-21,2025-10-21,On Time,,QuickShip
FULL_001871,ORD_001871,Dubai Hub,Zone B,2025-10-23,2025-10-26,Delayed,Traffic/Weather,QuickShip
FULL_001872,ORD_001872,Dubai Hub,Zone F,2025-10-19,2025-10-19,On Time,,FastTrack
FULL_001873,ORD_001873,Sharjah Hub,Zone D,2025-12-29,2025-12-29,On Time,,SpeedLink
FULL_001874,ORD_001874,Sharjah Hub,Zone D,2025-10-19,2025-10-18,On Time,,FastTrack
FULL_001875,ORD_001875,Dubai Hub,Zone B,2025-11-19,2025-11-18,On Time,,FastTrack
FULL_001876,ORD_001876,Sharjah Hub,Zone F,2025-12-02,,Pending,,SpeedLink
FULL_001877,ORD_001877,Dubai Hub,Zone B,2025-11-03,2025-11-07,Delayed,Address Issue,QuickShip
FULL_001878,ORD_001878,Sharjah Hub,Zone D,2025-11-30,2025-11-30,On Time,,QuickShip
FULL_001879,ORD_001879,Dubai Hub,Zone C,2025-10-10,2025-10-10,On Time,,SpeedLink
FULL_001880,ORD_001880,Dubai Hub,Zone C,2025-12-25,2025-12-27,Delayed,Traffic/Weather,QuickShip
FULL_001881,ORD_001881,Abu Dhabi Hub,Zone C,2025-11-28,,Pending,,SpeedLink
FULL_001882,ORD_001882,Dubai Hub,Zone C,2025-11-19,2025-11-16,On Time,,SpeedLink
FULL_001883,ORD_001883,Dubai Hub,Zone C,2025-12-20,2025-12-20,On Time,,FastTrack
FULL_001884,ORD_001884,Abu Dhabi Hub,Zone B,2025-12-15,2025-12-18,Delayed,Warehouse Delay,QuickShip
FULL_001885,ORD_001885,Abu Dhabi Hub,Zone B,2025-10-30,2025-11-01,Delayed,Address Issue,QuickShip
FULL_001886,ORD_001886,Dubai Hub,Zone C,2025-11-09,2025-11-11,On Time,,QuickShip
FULL_001887,ORD_001887,Abu Dhabi Hub,Zone B,2025-11-11,2025-11-10,On Time,,SpeedLink
FULL_001888,ORD_001888,Dubai Hub,Zone C,2025-10-13,2025-10-13,On Time,,SpeedLink
FULL_001889,ORD_001889,Dubai Hub,Zone F,2025-12-01,2025-12-04,Delayed,Customer Unavailable,QuickShip
FULL_001890,ORD_001890,Dubai Hub,Zone F,2025-12-04,2025-12-03,On Time,,SpeedLink
FULL_001891,ORD_001891,Dubai Hub,Zone D,2025-12-14,2025-12-13,On Time,,QuickShip
FULL_001892,ORD_001892,Sharjah Hub,Zone C,2025-11-28,2025-11-26,On Time,,SpeedLink
FULL_001893,ORD_001893,Dubai Hub,Zone A,2025-11-07,2025-11-05,On Time,,FastTrack
FULL_001894,ORD_001894,Dubai Hub,Zone D,2025-12-03,2025-12-03,On Time,,SpeedLink
FULL_001895,ORD_001895,Sharjah Hub,Zone A,2025-12-18,2025-12-18,On Time,,SpeedLink
FULL_001896,ORD_001896,Dubai Hub,Zone A,2025-10-16,2025-10-13,On Time,,QuickShip
FULL_001897,ORD_001897,Dubai Hub,Zone F,2025-12-15,2025-12-14,On Time,,SpeedLink
FULL_001898,ORD_001898,Dubai Hub,Zone D,2025-12-09,,Pending,,FastTrack
FULL_001899,ORD_001899,Sharjah Hub,Zone C,2025-11-05,2025-11-04,On Time,,QuickShip
FULL_001900,ORD_001900,Sharjah Hub,Zone A,2025-10-22,,Failed,Address Issue,FastTrack
FULL_001901,ORD_001901,Sharjah Hub,Zone E,2025-10-15,2025-10-19,Delayed,Traffic/Weather,QuickShip
FULL_001902,ORD_001902,Dubai Hub,Zone E,2025-11-14,2025-11-19,Delayed,Warehouse Delay,FastTrack
FULL_001903,ORD_001903,Sharjah Hub,Zone D,2025-12-24,2025-12-23,Delayed,Traffic/Weather,QuickShip
FULL_001904,ORD_001904,Sharjah Hub,Zone A,2025-12-26,,Failed,Customer Unavailable,FastTrack
FULL_001905,ORD_001905,Dubai Hub,Zone E,2025-10-20,2025-10-19,On Time,,QuickShip
FULL_001906,ORD_001906,Sharjah Hub,Zone B,2025-10-26,2025-10-26,On Time,,FastTrack
FULL_001907,ORD_001907,Sharjah Hub,Zone C,2025-11-01,2025-11-01,On Time,,SpeedLink
FULL_001908,ORD_001908,Sharjah Hub,Zone A,2025-10-28,2025-10-27,On Time,,QuickShip
FULL_001909,ORD_001909,Sharjah Hub,Zone E,2025-10-16,2025-10-15,On Time,,SpeedLink
FULL_001910,ORD_001910,Dubai Hub,Zone B,2025-10-29,2025-10-27,On Time,,QuickShip
FULL_001911,ORD_001911,Sharjah Hub,Zone E,2025-10-12,2025-10-11,On Time,,SpeedLink
FULL_001912,ORD_001912,Dubai Hub,Zone F,2025-11-08,2025-11-07,On Time,,QuickShip
FULL_001913,ORD_001913,Abu Dhabi Hub,Zone A,2025-12-13,2025-12-13,On Time,,QuickShip
FULL_001914,ORD_001914,Sharjah Hub,Zone D,2025-11-22,2025-11-22,On Time,,SpeedLink
FULL_001915,ORD_001915,Dubai Hub,Zone C,2025-11-22,2025-11-24,On Time,,FastTrack
FULL_001916,ORD_001916,Abu Dhabi Hub,Zone D,2025-12-04,2025-12-06,Delayed,Address Issue,QuickShip
FULL_001917,ORD_001917,Abu Dhabi Hub,Zone C,2025-12-27,2025-12-31,Delayed,Address Issue,FastTrack
FULL_001918,ORD_001918,Sharjah Hub,Zone B,2025-12-01,2025-12-01,On Time,,SpeedLink
FULL_001919,ORD_001919,Sharjah Hub,Zone C,2025-12-22,2025-12-20,On Time,,FastTrack
FULL_001920,ORD_001920,Dubai Hub,Zone A,2025-12-17,,Failed,Customer Unavailable,FastTrack
FULL_001921,ORD_001921,Dubai Hub,Zone E,2025-12-13,2025-12-12,On Time,,FastTrack
FULL_001922,ORD_001922,Abu Dhabi Hub,Zone C,2025-10-08,2025-10-08,On Time,,QuickShip
FULL_001923,ORD_001923,Dubai Hub,Zone E,2025-11-26,2025-12-01,Delayed,Warehouse Delay,QuickShip
FULL_001924,ORD_001924,Dubai Hub,Zone B,2025-10-19,2025-10-18,On Time,,SpeedLink
FULL_001925,ORD_001925,Dubai Hub,Zone C,2025-10-13,2025-10-12,On Time,,QuickShip
FULL_001926,ORD_001926,Sharjah Hub,Zone B,2025-12-31,2026-01-03,Delayed,Address Issue,FastTrack
FULL_001927,ORD_001927,Dubai Hub,Zone C,2025-11-18,2025-11-18,On Time,,QuickShip
FULL_001928,ORD_001928,Dubai Hub,Zone B,2025-12-29,2025-12-29,On Time,,QuickShip
FULL_001929,ORD_001929,Sharjah Hub,Zone F,2025-12-30,,Failed,Customer Unavailable,SpeedLink
FULL_001930,ORD_001930,Dubai Hub,Zone A,2025-12-25,2025-12-30,Delayed,Traffic/Weather,FastTrack
FULL_001931,ORD_001931,Dubai Hub,Zone D,2025-12-02,2025-12-04,Delayed,Address Issue,QuickShip
FULL_001932,ORD_001932,Dubai Hub,Zone C,2025-10-21,2025-10-21,On Time,,QuickShip
FULL_001933,ORD_001933,Abu Dhabi Hub,Zone E,2025-10-28,2025-10-28,On Time,,SpeedLink
FULL_001934,ORD_001934,Dubai Hub,Zone A,2025-10-16,2025-10-16,On Time,,FastTrack
FULL_001935,ORD_001935,Dubai Hub,Zone F,2025-10-24,2025-10-26,Delayed,Rider Unavailable,QuickShip
FULL_001936,ORD_001936,Dubai Hub,Zone C,2025-10-21,2025-10-21,On Time,,FastTrack
FULL_001937,ORD_001937,Sharjah Hub,Zone B,2025-10-31,2025-10-29,On Time,,SpeedLink
FULL_001938,ORD_001938,Abu Dhabi Hub,Zone C,2025-10-25,2025-10-23,On Time,,QuickShip
FULL_001939,ORD_001939,Abu Dhabi Hub,Zone A,2026-01-01,2026-01-01,On Time,,FastTrack
FULL_001940,ORD_001940,Dubai Hub,Zone F,2025-11-21,,Pending,,FastTrack
FULL_001941,ORD_001941,Dubai Hub,Zone B,2026-01-04,2026-01-07,Delayed,Rider Unavailable,QuickShip
FULL_001942,ORD_001942,Dubai Hub,Zone C,2025-10-31,,Pending,,SpeedLink
FULL_001943,ORD_001943,Abu Dhabi Hub,Zone C,2025-10-21,,Failed,Customer Unavailable,FastTrack
FULL_001944,ORD_001944,Dubai Hub,Zone B,2025-11-04,2025-11-04,On Time,,FastTrack
FULL_001945,ORD_001945,Sharjah Hub,Zone B,2025-10-24,,Failed,Address Issue,SpeedLink
FULL_001946,ORD_001946,Abu Dhabi Hub,Zone E,2025-11-02,2025-10-31,On Time,,QuickShip
FULL_001947,ORD_001947,Sharjah Hub,Zone E,2025-10-22,2025-10-22,On Time,,SpeedLink
FULL_001948,ORD_001948,Sharjah Hub,Zone D,2025-12-11,,Failed,Address Issue,FastTrack
FULL_001949,ORD_001949,Dubai Hub,Zone D,2025-12-03,2025-12-03,On Time,,SpeedLink
FULL_001950,ORD_001950,Dubai Hub,Zone A,2025-12-18,2025-12-17,On Time,,SpeedLink
FULL_001951,ORD_001951,Abu Dhabi Hub,Zone E,2025-12-20,,Failed,Address Issue,FastTrack
FULL_001952,ORD_001952,Dubai Hub,Zone B,2026-01-05,2026-01-05,On Time,,FastTrack
FULL_001953,ORD_001953,Dubai Hub,Zone D,2025-10-25,2025-10-30,Delayed,Rider Unavailable,QuickShip
FULL_001954,ORD_001954,Dubai Hub,Zone D,2025-12-14,,Failed,Address Issue,SpeedLink
FULL_001955,ORD_001955,Dubai Hub,Zone F,2025-10-09,,Failed,Customer Unavailable,SpeedLink
FULL_001956,ORD_001956,Sharjah Hub,Zone A,2025-11-21,2025-11-26,Delayed,Address Issue,FastTrack
FULL_001957,ORD_001957,Sharjah Hub,Zone C,2025-11-20,2025-11-19,On Time,,SpeedLink
FULL_001958,ORD_001958,Abu Dhabi Hub,Zone B,2025-10-17,2025-10-17,On Time,,SpeedLink
FULL_001959,ORD_001959,Dubai Hub,Zone E,2025-12-23,,Failed,Customer Unavailable,SpeedLink
FULL_001960,ORD_001960,Dubai Hub,Zone F,2025-12-23,2025-12-28,Delayed,Warehouse Delay,QuickShip
FULL_001961,ORD_001961,Dubai Hub,Zone B,2025-12-27,2025-12-29,Delayed,Rider Unavailable,SpeedLink
FULL_001962,ORD_001962,Sharjah Hub,Zone D,2025-10-12,2025-10-12,On Time,,FastTrack
FULL_001963,ORD_001963,Sharjah Hub,Zone F,2025-12-24,2025-12-24,On Time,,SpeedLink
FULL_001964,ORD_001964,Abu Dhabi Hub,Zone C,2025-10-27,2025-10-25,On Time,,SpeedLink
FULL_001965,ORD_001965,Dubai Hub,Zone E,2025-12-31,2025-12-31,On Time,,FastTrack
FULL_001966,ORD_001966,Sharjah Hub,Zone F,2025-12-08,2025-12-09,Delayed,Traffic/Weather,QuickShip
FULL_001967,ORD_001967,Dubai Hub,Zone B,2025-11-02,2025-11-04,Delayed,Address Issue,QuickShip
FULL_001968,ORD_001968,Abu Dhabi Hub,Zone E,2025-11-05,2025-11-02,On Time,,FastTrack
FULL_001969,ORD_001969,Dubai Hub,Zone C,2025-10-18,,Pending,,FastTrack
FULL_001970,ORD_001970,Sharjah Hub,Zone D,2025-11-26,2025-11-26,On Time,,QuickShip
FULL_001971,ORD_001971,Dubai Hub,Zone C,2025-12-10,2025-12-10,On Time,,QuickShip
FULL_001972,ORD_001972,Sharjah Hub,Zone D,2025-12-16,,Failed,Address Issue,SpeedLink
FULL_001973,ORD_001973,Sharjah Hub,Zone D,2025-12-30,2026-01-02,Delayed,Customer Unavailable,FastTrack
FULL_001974,ORD_001974,Sharjah Hub,Zone C,2025-11-01,,Pending,,QuickShip
FULL_001975,ORD_001975,Dubai Hub,Zone B,2025-11-12,2025-11-11,On Time,,QuickShip
FULL_001976,ORD_001976,Dubai Hub,Zone A,2025-11-27,2025-11-26,On Time,,FastTrack
FULL_001977,ORD_001977,Sharjah Hub,Zone C,2025-10-15,2025-10-12,On Time,,QuickShip
FULL_001978,ORD_001978,Dubai Hub,Zone D,2025-11-24,2025-11-25,Delayed,Address Issue,SpeedLink
FULL_001979,ORD_001979,Dubai Hub,Zone F,2025-10-27,2025-10-26,On Time,,FastTrack
FULL_001980,ORD_001980,Dubai Hub,Zone F,2026-01-06,2026-01-10,Delayed,Address Issue,FastTrack
FULL_001981,ORD_001981,Abu Dhabi Hub,Zone C,2025-11-01,2025-11-01,On Time,,FastTrack
FULL_001982,ORD_001982,Sharjah Hub,Zone A,2025-10-29,,Failed,Customer Unavailable,FastTrack
FULL_001983,ORD_001983,Dubai Hub,Zone C,2025-12-15,2025-12-15,On Time,,SpeedLink
FULL_001984,ORD_001984,Dubai Hub,Zone E,2025-11-20,2025-11-23,Delayed,Warehouse Delay,FastTrack
FULL_001985,ORD_001985,Abu Dhabi Hub,Zone F,2025-11-21,2025-11-21,On Time,,FastTrack
FULL_001986,ORD_001986,Sharjah Hub,Zone D,2025-12-13,2025-12-14,Delayed,Warehouse Delay,FastTrack
FULL_001987,ORD_001987,Abu Dhabi Hub,Zone F,2025-12-30,,Failed,Address Issue,FastTrack
FULL_001988,ORD_001988,Abu Dhabi Hub,Zone B,2025-12-27,2025-12-27,On Time,,SpeedLink
FULL_001989,ORD_001989,Sharjah Hub,Zone A,2025-11-10,2025-11-10,On Time,,FastTrack
FULL_001990,ORD_001990,Abu Dhabi Hub,Zone B,2025-10-25,2025-10-29,Delayed,Warehouse Delay,FastTrack
FULL_001991,ORD_001991,Dubai Hub,Zone C,2025-12-14,2025-12-14,On Time,,FastTrack
FULL_001992,ORD_001992,Dubai Hub,Zone F,2025-10-12,2025-10-12,On Time,,SpeedLink
FULL_001993,ORD_001993,Dubai Hub,Zone D,2025-11-20,,Failed,Address Issue,QuickShip
FULL_001994,ORD_001994,Dubai Hub,Zone B,2025-11-24,2025-11-25,Delayed,Traffic/Weather,FastTrack
FULL_001995,ORD_001995,Dubai Hub,Zone F,2025-12-16,2025-12-15,On Time,,SpeedLink
FULL_001996,ORD_001996,Abu Dhabi Hub,Zone E,2025-10-27,2025-10-28,Delayed,Rider Unavailable,SpeedLink
FULL_001997,ORD_001997,Sharjah Hub,Zone B,2025-10-20,,Failed,Customer Unavailable,FastTrack
FULL_001998,ORD_001998,Dubai Hub,Zone D,2025-12-17,2025-12-19,On Time,,FastTrack
FULL_001999,ORD_001999,Abu Dhabi Hub,Zone C,2025-12-18,2025-12-22,Delayed,Traffic/Weather,QuickShip
FULL_002000,ORD_002000,Abu Dhabi Hub,Zone F,2025-10-26,,Failed,Address Issue,QuickShip
FULL_002001,ORD_002001,Dubai Hub,Zone D,2025-10-27,2025-10-27,On Time,,FastTrack
FULL_002002,ORD_002002,Sharjah Hub,Zone D,2025-11-21,2025-11-19,On Time,,FastTrack
FULL_002003,ORD_002003,Dubai Hub,Zone D,2025-11-12,,Failed,Address Issue,FastTrack
FULL_002004,ORD_002004,Dubai Hub,Zone F,2025-12-17,2025-12-19,Delayed,Warehouse Delay,QuickShip
FULL_002005,ORD_002005,Abu Dhabi Hub,Zone C,2025-12-26,,Pending,,FastTrack
FULL_002006,ORD_002006,Abu Dhabi Hub,Zone F,2026-01-05,2026-01-06,Delayed,Address Issue,QuickShip
FULL_002007,ORD_002007,Abu Dhabi Hub,Zone F,2025-10-16,2025-10-13,On Time,,SpeedLink
FULL_002008,ORD_002008,Dubai Hub,Zone F,2025-12-31,,Failed,Address Issue,FastTrack
FULL_002009,ORD_002009,Dubai Hub,Zone A,2025-10-25,2025-10-24,On Time,,FastTrack
FULL_002010,ORD_002010,Sharjah Hub,Zone D,2025-11-20,2025-11-19,On Time,,FastTrack
FULL_002011,ORD_002011,Dubai Hub,Zone D,2026-01-04,2026-01-07,Delayed,Customer Unavailable,SpeedLink
FULL_002012,ORD_002012,Abu Dhabi Hub,Zone B,2025-12-27,,Failed,Address Issue,FastTrack
FULL_002013,ORD_002013,Dubai Hub,Zone E,2025-12-01,,Failed,Customer Unavailable,SpeedLink
FULL_002014,ORD_002014,Abu Dhabi Hub,Zone B,2025-10-29,2025-10-27,On Time,,QuickShip
FULL_002015,ORD_002015,Sharjah Hub,Zone C,2026-01-07,2026-01-06,On Time,,FastTrack
FULL_002016,ORD_002016,Dubai Hub,Zone A,2025-11-02,2025-10-30,On Time,,QuickShip
FULL_002017,ORD_002017,Sharjah Hub,Zone D,2025-10-24,2025-10-24,On Time,,SpeedLink
FULL_002018,ORD_002018,Dubai Hub,Zone D,2025-10-17,2025-10-15,On Time,,QuickShip
FULL_002019,ORD_002019,Dubai Hub,Zone F,2025-10-30,2025-10-30,On Time,,QuickShip
FULL_002020,ORD_002020,Dubai Hub,Zone E,2025-10-30,2025-11-02,Delayed,Address Issue,SpeedLink
FULL_002021,ORD_002021,Dubai Hub,Zone E,2025-12-05,,Pending,,FastTrack
FULL_002022,ORD_002022,Dubai Hub,Zone D,2025-11-18,,Failed,Address Issue,QuickShip
FULL_002023,ORD_002023,Abu Dhabi Hub,Zone F,2025-10-25,2025-10-25,On Time,,SpeedLink
FULL_002024,ORD_002024,Sharjah Hub,Zone D,2025-12-27,2025-12-28,Delayed,Traffic/Weather,QuickShip
FULL_002025,ORD_002025,Dubai Hub,Zone D,2025-10-22,2025-10-21,On Time,,FastTrack
FULL_002026,ORD_002026,Abu Dhabi Hub,Zone D,2025-11-01,2025-11-01,On Time,,SpeedLink
FULL_002027,ORD_002027,Dubai Hub,Zone C,2025-11-06,,Pending,,QuickShip
FULL_002028,ORD_002028,Sharjah Hub,Zone F,2025-10-12,2025-10-11,On Time,,SpeedLink
FULL_002029,ORD_002029,Sharjah Hub,Zone C,2025-12-01,2025-12-01,On Time,,QuickShip
FULL_002030,ORD_002030,Sharjah Hub,Zone E,2025-11-20,2025-11-20,On Time,,SpeedLink
FULL_002031,ORD_002031,Abu Dhabi Hub,Zone A,2025-12-18,2025-12-17,On Time,,FastTrack
FULL_002032,ORD_002032,Abu Dhabi Hub,Zone C,2025-11-26,2025-11-23,On Time,,QuickShip
FULL_002033,ORD_002033,Abu Dhabi Hub,Zone A,2025-12-19,,Failed,Customer Unavailable,QuickShip
FULL_002034,ORD_002034,Dubai Hub,Zone D,2025-12-31,2025-12-31,On Time,,FastTrack
FULL_002035,ORD_002035,Dubai Hub,Zone E,2025-11-30,,Pending,,SpeedLink
FULL_002036,ORD_002036,Dubai Hub,Zone F,2025-11-10,,Pending,,FastTrack
FULL_002037,ORD_002037,Dubai Hub,Zone E,2025-12-25,2025-12-25,On Time,,QuickShip
FULL_002038,ORD_002038,Sharjah Hub,Zone F,2025-12-20,2025-12-20,On Time,,FastTrack
FULL_002039,ORD_002039,Dubai Hub,Zone C,2026-01-02,2026-01-02,On Time,,FastTrack
FULL_002040,ORD_002040,Dubai Hub,Zone F,2025-12-09,,Pending,,QuickShip
FULL_002041,ORD_002041,Dubai Hub,Zone C,2025-10-25,2025-10-26,Delayed,Address Issue,SpeedLink
FULL_002042,ORD_002042,Dubai Hub,Zone C,2025-11-24,2025-11-25,Delayed,Warehouse Delay,QuickShip
FULL_002043,ORD_002043,Dubai Hub,Zone B,2025-11-02,2025-10-31,On Time,,QuickShip
