fulfillment_id,order_id,warehouse_hub,delivery_zone,promised_date,actual_delivery_date,delivery_status,delay_reason,delivery_partner
FUL_ORD_000946,ORD_000946,Abu Dhabi Hub,Zone C,12/25/2025,12/25/2025,On Time,,SpeedLink
FUL_ORD_000947,ORD_000947,Dubai Hub,Zone D,10/13/2025,10/13/2025,On Time,,QuickShip
FUL_ORD_000948,ORD_000948,Dubai Hub,Zone F,11/21/2025,11/21/2025,On Time,,FastTrack
FUL_ORD_000949,ORD_000949,Abu Dhabi Hub,Zone F,11/15/2025,11/15/2025,On Time,,QuickShip
FUL_ORD_000950,ORD_000950,Abu Dhabi Hub,Zone A,10/12/2025,10/12/2025,On Time,,FastTrack
FUL_ORD_000951,ORD_000951,Sharjah Hub,Zone C,12/7/2025,12/7/2025,On Time,,FastTrack
FUL_ORD_000952,ORD_000952,Dubai Hub,Zone F,12/14/2025,12/14/2025,Delayed,Address Issue,FastTrack
FUL_ORD_000953,ORD_000953,Dubai Hub,Zone E,10/12/2025,10/12/2025,On Time,,SpeedLink
FUL_ORD_000954,ORD_000954,Sharjah Hub,Zone B,10/15/2025,10/15/2025,On Time,,SpeedLink
FUL_ORD_000955,ORD_000955,Abu Dhabi Hub,Zone D,11/28/2025,,Pending,,QuickShip
FUL_ORD_000956,ORD_000956,Abu Dhabi Hub,Zone B,1/4/2026,1/4/2026,On Time,,SpeedLink
FUL_ORD_000957,ORD_000957,Dubai Hub,Zone A,11/19/2025,11/19/2025,On Time,,SpeedLink
FUL_ORD_000958,ORD_000958,Abu Dhabi Hub,Zone B,11/25/2025,11/25/2025,On Time,,FastTrack
FUL_ORD_000959,ORD_000959,Abu Dhabi Hub,Zone D,12/25/2025,12/25/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_000960,ORD_000960,Abu Dhabi Hub,Zone A,10/17/2025,10/17/2025,On Time,,SpeedLink
FUL_ORD_000961,ORD_000961,Sharjah Hub,Zone A,11/28/2025,,Failed,,SpeedLink
FUL_ORD_000962,ORD_000962,Dubai Hub,Zone D,10/13/2025,10/13/2025,On Time,,QuickShip
FUL_ORD_000963,ORD_000963,Sharjah Hub,Zone A,12/15/2025,12/15/2025,On Time,,QuickShip
FUL_ORD_000964,ORD_000964,Abu Dhabi Hub,Zone D,12/7/2025,12/7/2025,On Time,,SpeedLink
FUL_ORD_000965,ORD_000965,Abu Dhabi Hub,Zone F,12/17/2025,12/17/2025,On Time,,FastTrack
FUL_ORD_000966,ORD_000966,Abu Dhabi Hub,Zone C,12/28/2025,12/29/2025,Delayed,Traffic/Weather,QuickShip
FUL_ORD_000967,ORD_000967,Sharjah Hub,Zone F,10/15/2025,10/15/2025,On Time,,SpeedLink
FUL_ORD_000968,ORD_000968,Dubai Hub,Zone C,10/11/2025,10/11/2025,On Time,,SpeedLink
FUL_ORD_000969,ORD_000969,Abu Dhabi Hub,Zone F,12/24/2025,12/24/2025,On Time,,FastTrack
FUL_ORD_000970,ORD_000970,Dubai Hub,Zone B,11/13/2025,11/14/2025,Delayed,Customer Unavailable,QuickShip
FUL_ORD_000971,ORD_000971,Sharjah Hub,Zone E,11/22/2025,11/22/2025,On Time,,SpeedLink
FUL_ORD_000972,ORD_000972,Dubai Hub,Zone D,10/28/2025,10/28/2025,On Time,,FastTrack
FUL_ORD_000973,ORD_000973,Sharjah Hub,Zone B,10/14/2025,10/16/2025,Delayed,Warehouse Delay,FastTrack
FUL_ORD_000974,ORD_000974,Sharjah Hub,Zone E,12/17/2025,12/17/2025,On Time,,SpeedLink
FUL_ORD_000975,ORD_000975,Abu Dhabi Hub,Zone B,11/7/2025,11/7/2025,On Time,,QuickShip
FUL_ORD_000976,ORD_000976,Dubai Hub,Zone B,12/9/2025,12/9/2025,On Time,,QuickShip
FUL_ORD_000977,ORD_000977,Dubai Hub,Zone A,11/3/2025,11/3/2025,On Time,,QuickShip
FUL_ORD_000978,ORD_000978,Sharjah Hub,Zone D,12/21/2025,12/21/2025,On Time,,QuickShip
FUL_ORD_000979,ORD_000979,Abu Dhabi Hub,Zone B,11/6/2025,,Failed,,SpeedLink
FUL_ORD_000980,ORD_000980,Dubai Hub,Zone C,10/18/2025,10/18/2025,On Time,,FastTrack
FUL_ORD_000981,ORD_000981,Dubai Hub,Zone B,12/29/2025,12/29/2025,On Time,,QuickShip
FUL_ORD_000982,ORD_000982,Sharjah Hub,Zone D,11/16/2025,11/16/2025,On Time,,QuickShip
FUL_ORD_000983,ORD_000983,Abu Dhabi Hub,Zone C,11/11/2025,11/11/2025,On Time,,SpeedLink
FUL_ORD_000984,ORD_000984,Dubai Hub,Zone D,11/20/2025,11/20/2025,On Time,,FastTrack
FUL_ORD_000985,ORD_000985,Abu Dhabi Hub,Zone F,11/1/2025,,Pending,,QuickShip
FUL_ORD_000986,ORD_000986,Sharjah Hub,Zone F,12/30/2025,12/30/2025,On Time,,SpeedLink
FUL_ORD_000987,ORD_000987,Abu Dhabi Hub,Zone C,12/21/2025,12/21/2025,On Time,,SpeedLink
FUL_ORD_000988,ORD_000988,Sharjah Hub,Zone A,11/23/2025,11/23/2025,On Time,,FastTrack
FUL_ORD_000989,ORD_000989,Sharjah Hub,Zone C,11/8/2025,11/8/2025,On Time,,FastTrack
FUL_ORD_000990,ORD_000990,Sharjah Hub,Zone D,11/5/2025,11/5/2025,On Time,,FastTrack
FUL_ORD_000991,ORD_000991,Abu Dhabi Hub,Zone D,12/3/2025,12/5/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_000992,ORD_000992,Sharjah Hub,Zone A,11/22/2025,11/22/2025,On Time,,QuickShip
FUL_ORD_000993,ORD_000993,Sharjah Hub,Zone F,11/15/2025,11/15/2025,On Time,,SpeedLink
FUL_ORD_000994,ORD_000994,Abu Dhabi Hub,Zone D,10/30/2025,10/30/2025,On Time,,SpeedLink
FUL_ORD_000995,ORD_000995,Sharjah Hub,Zone B,12/1/2025,12/1/2025,On Time,,QuickShip
FUL_ORD_000996,ORD_000996,Dubai Hub,Zone B,12/5/2025,,Failed,,QuickShip
FUL_ORD_000997,ORD_000997,Sharjah Hub,Zone C,12/6/2025,12/6/2025,Delayed,Rider Unavailable,SpeedLink
FUL_ORD_000998,ORD_000998,Dubai Hub,Zone C,12/28/2025,12/28/2025,On Time,,FastTrack
FUL_ORD_000999,ORD_000999,Dubai Hub,Zone C,12/1/2025,,Failed,,SpeedLink
FUL_ORD_001000,ORD_001000,Abu Dhabi Hub,Zone E,10/23/2025,10/23/2025,On Time,,QuickShip
FUL_ORD_001001,ORD_001001,Sharjah Hub,Zone A,11/20/2025,11/20/2025,On Time,,QuickShip
FUL_ORD_001002,ORD_001002,Sharjah Hub,Zone A,12/3/2025,12/3/2025,On Time,,FastTrack
FUL_ORD_001003,ORD_001003,Dubai Hub,Zone B,10/27/2025,,Failed,,SpeedLink
FUL_ORD_001004,ORD_001004,Abu Dhabi Hub,Zone E,12/7/2025,12/7/2025,On Time,,QuickShip
FUL_ORD_001005,ORD_001005,Dubai Hub,Zone F,10/26/2025,10/26/2025,On Time,,SpeedLink
FUL_ORD_001006,ORD_001006,Sharjah Hub,Zone B,12/17/2025,12/17/2025,On Time,,SpeedLink
FUL_ORD_001007,ORD_001007,Sharjah Hub,Zone F,12/8/2025,12/8/2025,Delayed,Rider Unavailable,QuickShip
FUL_ORD_001008,ORD_001008,Sharjah Hub,Zone E,12/8/2025,12/8/2025,On Time,,SpeedLink
FUL_ORD_001009,ORD_001009,Sharjah Hub,Zone D,10/21/2025,10/21/2025,On Time,,QuickShip
FUL_ORD_001010,ORD_001010,Sharjah Hub,Zone D,11/11/2025,11/11/2025,On Time,,QuickShip
FUL_ORD_001011,ORD_001011,Dubai Hub,Zone A,12/5/2025,12/6/2025,Delayed,Rider Unavailable,SpeedLink
FUL_ORD_001012,ORD_001012,Abu Dhabi Hub,Zone E,1/3/2026,1/4/2026,Delayed,Traffic/Weather,FastTrack
FUL_ORD_001013,ORD_001013,Abu Dhabi Hub,Zone D,12/30/2025,12/30/2025,On Time,,FastTrack
FUL_ORD_001014,ORD_001014,Dubai Hub,Zone E,11/22/2025,11/22/2025,On Time,,QuickShip
FUL_ORD_001015,ORD_001015,Dubai Hub,Zone E,10/11/2025,10/13/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_001016,ORD_001016,Abu Dhabi Hub,Zone E,11/22/2025,11/24/2025,Delayed,Traffic/Weather,FastTrack
FUL_ORD_001017,ORD_001017,Sharjah Hub,Zone A,12/7/2025,12/7/2025,On Time,,QuickShip
FUL_ORD_001018,ORD_001018,Sharjah Hub,Zone B,12/8/2025,12/9/2025,Delayed,Customer Unavailable,SpeedLink
FUL_ORD_001019,ORD_001019,Abu Dhabi Hub,Zone D,12/9/2025,12/9/2025,On Time,,SpeedLink
FUL_ORD_001020,ORD_001020,Dubai Hub,Zone A,12/29/2025,12/29/2025,On Time,,QuickShip
FUL_ORD_001021,ORD_001021,Abu Dhabi Hub,Zone B,12/2/2025,12/4/2025,Delayed,Traffic/Weather,QuickShip
FUL_ORD_001022,ORD_001022,Abu Dhabi Hub,Zone A,12/25/2025,12/25/2025,On Time,,QuickShip
FUL_ORD_001023,ORD_001023,Abu Dhabi Hub,Zone A,11/12/2025,11/14/2025,Delayed,Traffic/Weather,QuickShip
FUL_ORD_001024,ORD_001024,Sharjah Hub,Zone D,12/2/2025,12/3/2025,Delayed,Customer Unavailable,SpeedLink
FUL_ORD_001025,ORD_001025,Dubai Hub,Zone B,12/18/2025,12/18/2025,On Time,,FastTrack
FUL_ORD_001026,ORD_001026,Abu Dhabi Hub,Zone E,12/18/2025,12/18/2025,On Time,,FastTrack
FUL_ORD_001027,ORD_001027,Sharjah Hub,Zone B,11/19/2025,11/19/2025,On Time,,SpeedLink
FUL_ORD_001028,ORD_001028,Dubai Hub,Zone E,11/22/2025,11/22/2025,On Time,,SpeedLink
FUL_ORD_001029,ORD_001029,Sharjah Hub,Zone E,12/5/2025,,Pending,,SpeedLink
FUL_ORD_001030,ORD_001030,Sharjah Hub,Zone A,11/10/2025,11/10/2025,On Time,,QuickShip
FUL_ORD_001031,ORD_001031,Abu Dhabi Hub,Zone E,10/17/2025,10/17/2025,On Time,,FastTrack
FUL_ORD_001032,ORD_001032,Dubai Hub,Zone D,11/5/2025,11/5/2025,On Time,,SpeedLink
FUL_ORD_001033,ORD_001033,Abu Dhabi Hub,Zone F,10/20/2025,10/20/2025,On Time,,QuickShip
FUL_ORD_001034,ORD_001034,Abu Dhabi Hub,Zone E,1/4/2026,1/4/2026,On Time,,QuickShip
FUL_ORD_001035,ORD_001035,Abu Dhabi Hub,Zone D,12/20/2025,12/20/2025,On Time,,SpeedLink
FUL_ORD_001036,ORD_001036,Dubai Hub,Zone B,11/13/2025,11/13/2025,On Time,,SpeedLink
FUL_ORD_001037,ORD_001037,Sharjah Hub,Zone E,12/13/2025,12/13/2025,On Time,,SpeedLink
FUL_ORD_001038,ORD_001038,Abu Dhabi Hub,Zone E,12/25/2025,,Failed,,QuickShip
FUL_ORD_001039,ORD_001039,Abu Dhabi Hub,Zone E,11/11/2025,11/11/2025,On Time,,QuickShip
FUL_ORD_001040,ORD_001040,Abu Dhabi Hub,Zone C,1/2/2026,1/2/2026,Delayed,Address Issue,SpeedLink
FUL_ORD_001041,ORD_001041,Sharjah Hub,Zone E,12/16/2025,12/16/2025,On Time,,FastTrack
FUL_ORD_001042,ORD_001042,Sharjah Hub,Zone F,11/1/2025,11/1/2025,On Time,,FastTrack
FUL_ORD_001043,ORD_001043,Abu Dhabi Hub,Zone D,10/22/2025,10/22/2025,On Time,,SpeedLink
FUL_ORD_001044,ORD_001044,Dubai Hub,Zone D,11/2/2025,11/2/2025,On Time,,QuickShip
FUL_ORD_001045,ORD_001045,Abu Dhabi Hub,Zone D,11/3/2025,11/3/2025,On Time,,QuickShip
FUL_ORD_001046,ORD_001046,Abu Dhabi Hub,Zone E,11/11/2025,11/11/2025,On Time,,QuickShip
FUL_ORD_001047,ORD_001047,Dubai Hub,Zone A,11/17/2025,11/17/2025,On Time,,FastTrack
FUL_ORD_001048,ORD_001048,Dubai Hub,Zone C,12/14/2025,,Pending,,FastTrack
FUL_ORD_001049,ORD_001049,Dubai Hub,Zone E,10/25/2025,10/27/2025,Delayed,Customer Unavailable,FastTrack
FUL_ORD_001050,ORD_001050,Abu Dhabi Hub,Zone B,12/6/2025,12/6/2025,On Time,,FastTrack
FUL_ORD_001051,ORD_001051,Dubai Hub,Zone C,10/12/2025,10/12/2025,On Time,,QuickShip
FUL_ORD_001052,ORD_001052,Abu Dhabi Hub,Zone E,11/9/2025,,Failed,,SpeedLink
FUL_ORD_001053,ORD_001053,Sharjah Hub,Zone E,10/12/2025,10/14/2025,Delayed,Warehouse Delay,FastTrack
FUL_ORD_001054,ORD_001054,Abu Dhabi Hub,Zone D,12/6/2025,12/6/2025,On Time,,SpeedLink
FUL_ORD_001055,ORD_001055,Abu Dhabi Hub,Zone D,11/2/2025,11/2/2025,On Time,,QuickShip
FUL_ORD_001056,ORD_001056,Dubai Hub,Zone C,12/7/2025,12/7/2025,On Time,,SpeedLink
FUL_ORD_001057,ORD_001057,Abu Dhabi Hub,Zone E,12/25/2025,12/25/2025,On Time,,QuickShip
FUL_ORD_001058,ORD_001058,Abu Dhabi Hub,Zone D,11/24/2025,11/24/2025,On Time,,SpeedLink
FUL_ORD_001059,ORD_001059,Sharjah Hub,Zone F,10/13/2025,10/13/2025,On Time,,SpeedLink
FUL_ORD_001060,ORD_001060,Dubai Hub,Zone F,12/19/2025,12/19/2025,On Time,,QuickShip
FUL_ORD_001061,ORD_001061,Dubai Hub,Zone C,11/7/2025,11/7/2025,On Time,,QuickShip
FUL_ORD_001062,ORD_001062,Abu Dhabi Hub,Zone C,12/7/2025,12/7/2025,On Time,,QuickShip
FUL_ORD_001063,ORD_001063,Dubai Hub,Zone B,10/22/2025,10/22/2025,On Time,,SpeedLink
FUL_ORD_001064,ORD_001064,Dubai Hub,Zone E,1/7/2026,1/7/2026,On Time,,QuickShip
FUL_ORD_001065,ORD_001065,Sharjah Hub,Zone A,10/10/2025,10/10/2025,On Time,,QuickShip
FUL_ORD_001066,ORD_001066,Dubai Hub,Zone C,12/22/2025,,Pending,,QuickShip
FUL_ORD_001067,ORD_001067,Abu Dhabi Hub,Zone E,10/12/2025,10/12/2025,On Time,,QuickShip
FUL_ORD_001068,ORD_001068,Sharjah Hub,Zone A,12/28/2025,12/28/2025,On Time,,FastTrack
FUL_ORD_001069,ORD_001069,Abu Dhabi Hub,Zone A,11/6/2025,11/6/2025,On Time,,QuickShip
FUL_ORD_001070,ORD_001070,Sharjah Hub,Zone E,12/1/2025,12/1/2025,On Time,,FastTrack
FUL_ORD_001071,ORD_001071,Dubai Hub,Zone C,10/20/2025,10/20/2025,On Time,,SpeedLink
FUL_ORD_001072,ORD_001072,Sharjah Hub,Zone A,10/9/2025,10/9/2025,On Time,,QuickShip
FUL_ORD_001073,ORD_001073,Abu Dhabi Hub,Zone B,11/15/2025,11/15/2025,Delayed,Warehouse Delay,QuickShip
FUL_ORD_001074,ORD_001074,Abu Dhabi Hub,Zone E,12/13/2025,12/14/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_001075,ORD_001075,Sharjah Hub,Zone A,12/24/2025,12/26/2025,Delayed,Rider Unavailable,SpeedLink
FUL_ORD_001076,ORD_001076,Abu Dhabi Hub,Zone E,12/1/2025,12/1/2025,On Time,,FastTrack
FUL_ORD_001077,ORD_001077,Abu Dhabi Hub,Zone A,12/23/2025,12/23/2025,On Time,,FastTrack
FUL_ORD_001078,ORD_001078,Sharjah Hub,Zone C,10/16/2025,10/16/2025,On Time,,FastTrack
FUL_ORD_001079,ORD_001079,Dubai Hub,Zone B,1/3/2026,1/3/2026,On Time,,FastTrack
FUL_ORD_001080,ORD_001080,Dubai Hub,Zone E,11/25/2025,11/26/2025,Delayed,Address Issue,SpeedLink
FUL_ORD_001081,ORD_001081,Abu Dhabi Hub,Zone A,10/25/2025,10/25/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_001082,ORD_001082,Dubai Hub,Zone F,11/25/2025,11/25/2025,On Time,,SpeedLink
FUL_ORD_001083,ORD_001083,Sharjah Hub,Zone D,12/4/2025,,Failed,,FastTrack
FUL_ORD_001084,ORD_001084,Sharjah Hub,Zone B,11/23/2025,11/23/2025,On Time,,QuickShip
FUL_ORD_001085,ORD_001085,Abu Dhabi Hub,Zone D,12/11/2025,12/11/2025,Delayed,Traffic/Weather,QuickShip
FUL_ORD_001086,ORD_001086,Sharjah Hub,Zone E,10/21/2025,10/21/2025,Delayed,Rider Unavailable,FastTrack
FUL_ORD_001087,ORD_001087,Sharjah Hub,Zone B,10/30/2025,10/30/2025,On Time,,FastTrack
FUL_ORD_001088,ORD_001088,Abu Dhabi Hub,Zone A,12/31/2025,,Pending,,FastTrack
FUL_ORD_001089,ORD_001089,Dubai Hub,Zone C,11/29/2025,11/29/2025,On Time,,FastTrack
FUL_ORD_001090,ORD_001090,Abu Dhabi Hub,Zone C,10/14/2025,10/14/2025,On Time,,QuickShip
FUL_ORD_001091,ORD_001091,Dubai Hub,Zone E,11/11/2025,11/11/2025,On Time,,SpeedLink
FUL_ORD_001092,ORD_001092,Sharjah Hub,Zone E,10/30/2025,10/30/2025,On Time,,SpeedLink
FUL_ORD_001093,ORD_001093,Dubai Hub,Zone F,11/27/2025,11/27/2025,On Time,,FastTrack
FUL_ORD_001094,ORD_001094,Sharjah Hub,Zone E,12/2/2025,12/2/2025,On Time,,SpeedLink
FUL_ORD_001095,ORD_001095,Abu Dhabi Hub,Zone E,12/11/2025,12/11/2025,On Time,,QuickShip
FUL_ORD_001096,ORD_001096,Sharjah Hub,Zone E,1/4/2026,1/4/2026,On Time,,FastTrack
FUL_ORD_001097,ORD_001097,Sharjah Hub,Zone D,12/16/2025,12/18/2025,Delayed,Traffic/Weather,FastTrack
FUL_ORD_001098,ORD_001098,Dubai Hub,Zone F,10/12/2025,,Failed,,QuickShip
FUL_ORD_001099,ORD_001099,Dubai Hub,Zone A,1/5/2026,1/5/2026,On Time,,SpeedLink
FUL_ORD_001100,ORD_001100,Dubai Hub,Zone A,11/23/2025,11/25/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_001101,ORD_001101,Abu Dhabi Hub,Zone E,10/22/2025,10/22/2025,On Time,,QuickShip
FUL_ORD_001102,ORD_001102,Abu Dhabi Hub,Zone E,11/20/2025,11/20/2025,On Time,,FastTrack
FUL_ORD_001103,ORD_001103,Abu Dhabi Hub,Zone C,10/18/2025,10/18/2025,On Time,,QuickShip
FUL_ORD_001104,ORD_001104,Abu Dhabi Hub,Zone C,10/11/2025,10/11/2025,On Time,,SpeedLink
FUL_ORD_001105,ORD_001105,Abu Dhabi Hub,Zone E,11/12/2025,11/12/2025,Delayed,Customer Unavailable,FastTrack
FUL_ORD_001106,ORD_001106,Abu Dhabi Hub,Zone E,10/17/2025,10/17/2025,On Time,,QuickShip
FUL_ORD_001107,ORD_001107,Dubai Hub,Zone A,11/3/2025,11/3/2025,Delayed,Rider Unavailable,SpeedLink
FUL_ORD_001108,ORD_001108,Abu Dhabi Hub,Zone D,1/2/2026,1/2/2026,On Time,,FastTrack
FUL_ORD_001109,ORD_001109,Dubai Hub,Zone A,1/6/2026,1/6/2026,Delayed,Address Issue,FastTrack
FUL_ORD_001110,ORD_001110,Abu Dhabi Hub,Zone B,10/29/2025,,Pending,,SpeedLink
FUL_ORD_001111,ORD_001111,Abu Dhabi Hub,Zone D,11/26/2025,11/26/2025,On Time,,SpeedLink
FUL_ORD_001112,ORD_001112,Abu Dhabi Hub,Zone F,11/1/2025,11/1/2025,On Time,,QuickShip
FUL_ORD_001113,ORD_001113,Abu Dhabi Hub,Zone F,12/6/2025,12/6/2025,On Time,,QuickShip
FUL_ORD_001114,ORD_001114,Dubai Hub,Zone A,10/31/2025,10/31/2025,On Time,,SpeedLink
FUL_ORD_001115,ORD_001115,Sharjah Hub,Zone E,1/3/2026,1/3/2026,On Time,,QuickShip
FUL_ORD_001116,ORD_001116,Dubai Hub,Zone E,10/21/2025,10/21/2025,On Time,,QuickShip
FUL_ORD_001117,ORD_001117,Dubai Hub,Zone F,11/26/2025,11/26/2025,On Time,,FastTrack
FUL_ORD_001118,ORD_001118,Sharjah Hub,Zone C,12/29/2025,12/29/2025,On Time,,FastTrack
FUL_ORD_001119,ORD_001119,Abu Dhabi Hub,Zone E,12/27/2025,12/27/2025,On Time,,SpeedLink
FUL_ORD_001120,ORD_001120,Abu Dhabi Hub,Zone F,11/15/2025,11/15/2025,On Time,,SpeedLink
FUL_ORD_001121,ORD_001121,Dubai Hub,Zone A,12/22/2025,12/22/2025,On Time,,FastTrack
FUL_ORD_001122,ORD_001122,Dubai Hub,Zone F,11/22/2025,11/22/2025,On Time,,QuickShip
FUL_ORD_001123,ORD_001123,Abu Dhabi Hub,Zone B,12/8/2025,12/8/2025,On Time,,SpeedLink
FUL_ORD_001124,ORD_001124,Sharjah Hub,Zone F,10/20/2025,10/20/2025,On Time,,QuickShip
FUL_ORD_001125,ORD_001125,Abu Dhabi Hub,Zone E,12/9/2025,12/9/2025,On Time,,FastTrack
FUL_ORD_001126,ORD_001126,Sharjah Hub,Zone A,10/29/2025,10/29/2025,On Time,,SpeedLink
FUL_ORD_001127,ORD_001127,Sharjah Hub,Zone A,10/30/2025,10/31/2025,Delayed,Rider Unavailable,QuickShip
FUL_ORD_001128,ORD_001128,Abu Dhabi Hub,Zone C,12/1/2025,12/1/2025,On Time,,SpeedLink
FUL_ORD_001129,ORD_001129,Sharjah Hub,Zone F,10/23/2025,10/23/2025,On Time,,QuickShip
FUL_ORD_001130,ORD_001130,Abu Dhabi Hub,Zone D,12/5/2025,12/5/2025,On Time,,QuickShip
FUL_ORD_001131,ORD_001131,Dubai Hub,Zone C,12/6/2025,12/7/2025,Delayed,Rider Unavailable,QuickShip
FUL_ORD_001132,ORD_001132,Sharjah Hub,Zone E,10/12/2025,10/12/2025,On Time,,QuickShip
FUL_ORD_001133,ORD_001133,Dubai Hub,Zone A,12/13/2025,12/14/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_001134,ORD_001134,Sharjah Hub,Zone E,12/18/2025,12/18/2025,On Time,,SpeedLink
FUL_ORD_001135,ORD_001135,Dubai Hub,Zone B,11/20/2025,11/20/2025,On Time,,QuickShip
FUL_ORD_001136,ORD_001136,Dubai Hub,Zone D,12/10/2025,12/11/2025,Delayed,Customer Unavailable,QuickShip
FUL_ORD_001137,ORD_001137,Dubai Hub,Zone F,1/6/2026,1/7/2026,Delayed,Traffic/Weather,QuickShip
FUL_ORD_001138,ORD_001138,Dubai Hub,Zone B,12/11/2025,12/11/2025,On Time,,QuickShip
FUL_ORD_001139,ORD_001139,Dubai Hub,Zone A,11/15/2025,11/16/2025,Delayed,Traffic/Weather,SpeedLink
FUL_ORD_001140,ORD_001140,Abu Dhabi Hub,Zone C,10/18/2025,10/18/2025,On Time,,SpeedLink
FUL_ORD_001141,ORD_001141,Sharjah Hub,Zone D,12/5/2025,,Failed,,FastTrack
FUL_ORD_001142,ORD_001142,Sharjah Hub,Zone C,12/7/2025,12/7/2025,On Time,,SpeedLink
FUL_ORD_001143,ORD_001143,Sharjah Hub,Zone B,12/21/2025,12/21/2025,On Time,,FastTrack
FUL_ORD_001144,ORD_001144,Abu Dhabi Hub,Zone B,12/2/2025,12/2/2025,On Time,,QuickShip
FUL_ORD_001145,ORD_001145,Sharjah Hub,Zone B,10/26/2025,10/26/2025,On Time,,QuickShip
FUL_ORD_001146,ORD_001146,Dubai Hub,Zone F,10/29/2025,10/30/2025,Delayed,Traffic/Weather,FastTrack
FUL_ORD_001147,ORD_001147,Abu Dhabi Hub,Zone A,1/3/2026,1/3/2026,On Time,,FastTrack
FUL_ORD_001148,ORD_001148,Abu Dhabi Hub,Zone F,12/14/2025,12/14/2025,On Time,,SpeedLink
FUL_ORD_001149,ORD_001149,Dubai Hub,Zone D,10/20/2025,10/20/2025,On Time,,QuickShip
FUL_ORD_001150,ORD_001150,Dubai Hub,Zone E,12/6/2025,12/6/2025,On Time,,QuickShip
FUL_ORD_001151,ORD_001151,Dubai Hub,Zone C,10/30/2025,10/30/2025,On Time,,QuickShip
FUL_ORD_001152,ORD_001152,Dubai Hub,Zone A,12/26/2025,12/28/2025,Delayed,Address Issue,FastTrack
FUL_ORD_001153,ORD_001153,Dubai Hub,Zone E,10/30/2025,,Failed,,FastTrack
FUL_ORD_001154,ORD_001154,Sharjah Hub,Zone C,1/3/2026,1/3/2026,On Time,,FastTrack
FUL_ORD_001155,ORD_001155,Sharjah Hub,Zone C,12/10/2025,12/12/2025,Delayed,Rider Unavailable,SpeedLink
FUL_ORD_001156,ORD_001156,Abu Dhabi Hub,Zone A,10/24/2025,10/24/2025,On Time,,SpeedLink
FUL_ORD_001157,ORD_001157,Sharjah Hub,Zone F,10/28/2025,10/28/2025,On Time,,SpeedLink
FUL_ORD_001158,ORD_001158,Abu Dhabi Hub,Zone A,11/16/2025,11/16/2025,On Time,,FastTrack
FUL_ORD_001159,ORD_001159,Abu Dhabi Hub,Zone C,11/24/2025,11/24/2025,On Time,,FastTrack
FUL_ORD_001160,ORD_001160,Dubai Hub,Zone E,1/4/2026,1/4/2026,On Time,,FastTrack
FUL_ORD_001161,ORD_001161,Dubai Hub,Zone D,12/13/2025,12/13/2025,On Time,,QuickShip
FUL_ORD_001162,ORD_001162,Dubai Hub,Zone A,12/19/2025,12/20/2025,Delayed,Rider Unavailable,QuickShip
FUL_ORD_001163,ORD_001163,Sharjah Hub,Zone F,10/11/2025,10/11/2025,On Time,,SpeedLink
FUL_ORD_001164,ORD_001164,Dubai Hub,Zone D,11/20/2025,11/20/2025,On Time,,SpeedLink
FUL_ORD_001165,ORD_001165,Sharjah Hub,Zone D,12/9/2025,12/9/2025,On Time,,FastTrack
FUL_ORD_001166,ORD_001166,Sharjah Hub,Zone D,12/17/2025,12/17/2025,On Time,,SpeedLink
FUL_ORD_001167,ORD_001167,Abu Dhabi Hub,Zone D,10/21/2025,,Pending,,FastTrack
FUL_ORD_001168,ORD_001168,Sharjah Hub,Zone D,11/10/2025,11/10/2025,On Time,,FastTrack
FUL_ORD_001169,ORD_001169,Sharjah Hub,Zone D,12/13/2025,,Failed,,FastTrack
FUL_ORD_001170,ORD_001170,Abu Dhabi Hub,Zone F,10/9/2025,,Pending,,QuickShip
FUL_ORD_001171,ORD_001171,Sharjah Hub,Zone D,10/27/2025,10/27/2025,On Time,,FastTrack
FUL_ORD_001172,ORD_001172,Abu Dhabi Hub,Zone B,12/7/2025,12/9/2025,Delayed,Rider Unavailable,QuickShip
FUL_ORD_001173,ORD_001173,Dubai Hub,Zone C,12/6/2025,12/6/2025,On Time,,QuickShip
FUL_ORD_001174,ORD_001174,Sharjah Hub,Zone B,11/25/2025,11/25/2025,On Time,,QuickShip
FUL_ORD_001175,ORD_001175,Dubai Hub,Zone C,12/10/2025,12/11/2025,Delayed,Address Issue,QuickShip
FUL_ORD_001176,ORD_001176,Dubai Hub,Zone E,11/13/2025,11/13/2025,Delayed,Warehouse Delay,SpeedLink
FUL_ORD_001177,ORD_001177,Abu Dhabi Hub,Zone F,11/24/2025,11/24/2025,On Time,,SpeedLink
FUL_ORD_001178,ORD_001178,Sharjah Hub,Zone C,10/9/2025,10/9/2025,On Time,,SpeedLink
FUL_ORD_001179,ORD_001179,Sharjah Hub,Zone B,10/18/2025,,Pending,,SpeedLink
FUL_ORD_001180,ORD_001180,Dubai Hub,Zone D,10/31/2025,10/31/2025,On Time,,QuickShip
