item_id,order_id,product_category,product_name,quantity,unit_price,item_total
ITEM_003146,ORD_001779,Home & Kitchen,Bosch Dishwasher,1,853.13,853.13
ITEM_003147,ORD_001779,Groceries,Almarai Milk,1,1372.03,1372.03
ITEM_003148,ORD_001780,Fashion,Tommy Hilfiger Shirt,1,475.35,475.35
ITEM_003149,ORD_001781,Electronics,iPhone 14 Pro,1,216.33,216.33
ITEM_003150,ORD_001781,Fashion,Calvin Klein Watch,2,121.14,242.28
ITEM_003151,ORD_001782,Electronics,iPhone 14 Pro,1,730.35,730.35
ITEM_003152,ORD_001783,Home & Kitchen,Dyson Vacuum,1,453.1,453.1
ITEM_003153,ORD_001784,Groceries,Fresh Fruits Basket,3,83.2,249.6
ITEM_003154,ORD_001785,Home & Kitchen,Nespresso Machine,2,499.14,998.28
ITEM_003155,ORD_001786,Beauty,The Ordinary Set,3,803.56,2410.68
ITEM_003156,ORD_001787,Electronics,Apple Watch Series 8,1,394.05,394.05
ITEM_003157,ORD_001788,Fashion,Puma Sneakers,1,100.15,100.15
ITEM_003158,ORD_001788,Groceries,Kellogg's Cereal,1,93.23,93.23
ITEM_003159,ORD_001789,Home & Kitchen,KitchenAid Mixer,2,898.35,1796.7
ITEM_003160,ORD_001790,Home & Kitchen,Samsung Fridge,3,293.45,880.35
ITEM_003161,ORD_001791,Fashion,Mango Jacket,3,41.67,125.01
ITEM_003162,ORD_001792,Beauty,The Ordinary Set,1,768.46,768.46
ITEM_003163,ORD_001793,Beauty,Olay Moisturizer,3,69.81,209.43
ITEM_003164,ORD_001794,Electronics,Sony WH-1000XM5,2,401.42,802.84
ITEM_003165,ORD_001795,Fashion,Tommy Hilfiger Shirt,3,345.84,1037.52
ITEM_003166,ORD_001796,Electronics,Dell XPS Laptop,1,518.69,518.69
ITEM_003167,ORD_001797,Home & Kitchen,Le Creuset Pot,2,123.11,246.22
ITEM_003168,ORD_001797,Beauty,Garnier Face Wash,3,222.07,666.21
ITEM_003169,ORD_001798,Home & Kitchen,Samsung Fridge,1,124.71,124.71
ITEM_003170,ORD_001798,Groceries,Basmati Rice 5kg,2,27.0,54.0
ITEM_003171,ORD_001798,Fashion,Calvin Klein Watch,2,51.32,102.64
ITEM_003172,ORD_001799,Groceries,Lay's Chips,2,165.27,330.54
ITEM_003173,ORD_001799,Beauty,MAC Lipstick,1,184.2,184.2
ITEM_003174,ORD_001799,Electronics,Samsung Galaxy S23,1,363.9,363.9
ITEM_003175,ORD_001800,Home & Kitchen,Dyson Vacuum,1,446.03,446.03
ITEM_003176,ORD_001800,Beauty,L'Oreal Serum,3,171.52,514.56
ITEM_003177,ORD_001801,Electronics,Apple Watch Series 8,2,388.56,777.12
ITEM_003178,ORD_001802,Home & Kitchen,Dyson Vacuum,1,83.1,83.1
ITEM_003179,ORD_001803,Electronics,Apple Watch Series 8,1,451.44,451.44
ITEM_003180,ORD_001804,Electronics,PS5 Console,2,50.99,101.98
ITEM_003181,ORD_001804,Home & Kitchen,Dyson Vacuum,1,209.08,209.08
ITEM_003182,ORD_001805,Fashion,Ray-Ban Sunglasses,1,749.55,749.55
ITEM_003183,ORD_001805,Beauty,Neutrogena Sunscreen,2,396.96,793.92
ITEM_003184,ORD_001806,Beauty,Gillette Razor,2,58.93,117.86
ITEM_003185,ORD_001806,Fashion,Puma Sneakers,1,290.47,290.47
ITEM_003186,ORD_001807,Beauty,Gillette Razor,2,47.56,95.12
ITEM_003187,ORD_001808,Fashion,H&M T-Shirt,3,152.63,457.89
ITEM_003188,ORD_001809,Beauty,Neutrogena Sunscreen,2,73.4,146.8
ITEM_003189,ORD_001810,Groceries,Basmati Rice 5kg,2,126.11,252.22
ITEM_003190,ORD_001810,Home & Kitchen,Dyson Vacuum,2,264.2,528.4
ITEM_003191,ORD_001811,Fashion,Tommy Hilfiger Shirt,2,107.8,215.6
ITEM_003192,ORD_001811,Beauty,MAC Lipstick,2,120.41,240.82
ITEM_003193,ORD_001812,Home & Kitchen,KitchenAid Mixer,2,321.42,642.84
ITEM_003194,ORD_001813,Home & Kitchen,KitchenAid Mixer,3,164.85,494.55
ITEM_003195,ORD_001813,Beauty,Gillette Razor,1,401.85,401.85
ITEM_003196,ORD_001813,Groceries,Barilla Pasta,3,91.31,273.93
ITEM_003197,ORD_001814,Electronics,Canon EOS Camera,2,163.51,327.02
ITEM_003198,ORD_001814,Beauty,Olay Moisturizer,3,119.23,357.69
ITEM_003199,ORD_001815,Electronics,PS5 Console,3,128.09,384.27
ITEM_003200,ORD_001816,Fashion,Adidas Hoodie,2,167.73,335.46
ITEM_003201,ORD_001817,Beauty,Dove Shampoo,3,165.39,496.17
ITEM_003202,ORD_001818,Home & Kitchen,IKEA Sofa,1,333.24,333.24
ITEM_003203,ORD_001819,Electronics,Canon EOS Camera,1,339.6,339.6
ITEM_003204,ORD_001819,Beauty,Maybelline Mascara,2,207.12,414.24
ITEM_003205,ORD_001820,Home & Kitchen,Dyson Vacuum,3,168.0,504.0
ITEM_003206,ORD_001821,Fashion,Puma Sneakers,1,267.83,267.83
ITEM_003207,ORD_001822,Home & Kitchen,Bosch Dishwasher,2,34.83,69.66
ITEM_003208,ORD_001822,Electronics,PS5 Console,3,8.55,25.65
ITEM_003209,ORD_001822,Beauty,Garnier Face Wash,1,42.92,42.92
ITEM_003210,ORD_001823,Electronics,"LG 55"" OLED TV",1,368.94,368.94
ITEM_003211,ORD_001823,Home & Kitchen,Tefal Cookware,2,94.83,189.66
ITEM_003212,ORD_001823,Fashion,Puma Sneakers,2,63.31,126.62
ITEM_003213,ORD_001824,Beauty,L'Oreal Serum,1,461.85,461.85
ITEM_003214,ORD_001825,Fashion,Calvin Klein Watch,2,94.72,189.44
ITEM_003215,ORD_001825,Home & Kitchen,Samsung Fridge,3,61.21,183.63
ITEM_003216,ORD_001825,Groceries,Nescafe Coffee,2,181.75,363.5
ITEM_003217,ORD_001826,Electronics,iPhone 14 Pro,1,570.22,570.22
ITEM_003218,ORD_001827,Home & Kitchen,Le Creuset Pot,3,283.25,849.75
ITEM_003219,ORD_001828,Home & Kitchen,Samsung Fridge,1,2337.67,2337.67
ITEM_003220,ORD_001829,Fashion,Ray-Ban Sunglasses,3,190.87,572.61
ITEM_003221,ORD_001830,Electronics,PS5 Console,2,57.37,114.74
ITEM_003222,ORD_001830,Groceries,Nescafe Coffee,2,88.31,176.62
ITEM_003223,ORD_001831,Beauty,The Ordinary Set,1,233.91,233.91
ITEM_003224,ORD_001831,Home & Kitchen,Bosch Dishwasher,2,190.15,380.3
ITEM_003225,ORD_001832,Groceries,Organic Vegetables Box,2,68.42,136.84
ITEM_003226,ORD_001832,Home & Kitchen,KitchenAid Mixer,2,68.24,136.48
ITEM_003227,ORD_001832,Electronics,iPad Air,1,41.89,41.89
ITEM_003228,ORD_001832,Fashion,Nike Air Max,3,16.38,49.14
ITEM_003229,ORD_001833,Electronics,Samsung Galaxy S23,3,213.62,640.86
ITEM_003230,ORD_001834,Electronics,iPad Air,3,68.43,205.29
ITEM_003231,ORD_001835,Fashion,Mango Jacket,1,208.54,208.54
ITEM_003232,ORD_001836,Beauty,Neutrogena Sunscreen,3,22.37,67.11
ITEM_003233,ORD_001836,Electronics,PS5 Console,3,10.25,30.75
ITEM_003234,ORD_001836,Home & Kitchen,Philips Air Fryer,3,15.96,47.88
ITEM_003235,ORD_001837,Beauty,The Ordinary Set,3,159.36,478.08
ITEM_003236,ORD_001837,Home & Kitchen,KitchenAid Mixer,1,298.0,298.0
ITEM_003237,ORD_001837,Fashion,Tommy Hilfiger Shirt,1,217.26,217.26
ITEM_003238,ORD_001838,Fashion,Adidas Hoodie,3,9.57,28.71
ITEM_003239,ORD_001838,Home & Kitchen,Bosch Dishwasher,1,76.43,76.43
ITEM_003240,ORD_001839,Groceries,Organic Vegetables Box,1,635.61,635.61
ITEM_003241,ORD_001839,Home & Kitchen,Philips Air Fryer,2,264.62,529.24
ITEM_003242,ORD_001840,Groceries,Nescafe Coffee,2,241.93,483.86
ITEM_003243,ORD_001841,Groceries,Nutella Jar,3,34.59,103.77
ITEM_003244,ORD_001842,Beauty,Gillette Razor,3,34.49,103.47
ITEM_003245,ORD_001842,Fashion,Calvin Klein Watch,2,41.23,82.46
ITEM_003246,ORD_001843,Beauty,Nivea Cream,2,208.0,416.0
ITEM_003247,ORD_001843,Electronics,iPhone 14 Pro,2,106.99,213.98
ITEM_003248,ORD_001843,Groceries,Kellogg's Cereal,3,65.92,197.76
ITEM_003249,ORD_001844,Beauty,Nivea Cream,1,150.48,150.48
ITEM_003250,ORD_001845,Fashion,Adidas Hoodie,1,368.98,368.98
ITEM_003251,ORD_001846,Electronics,PS5 Console,1,120.61,120.61
ITEM_003252,ORD_001847,Groceries,Coca Cola Pack,1,691.26,691.26
ITEM_003253,ORD_001848,Beauty,Gillette Razor,3,116.24,348.72
ITEM_003254,ORD_001848,Home & Kitchen,IKEA Sofa,2,77.93,155.86
ITEM_003255,ORD_001848,Electronics,JBL Speaker,1,427.33,427.33
ITEM_003256,ORD_001849,Beauty,The Ordinary Set,1,102.9,102.9
ITEM_003257,ORD_001849,Groceries,Coca Cola Pack,1,66.01,66.01
ITEM_003258,ORD_001849,Electronics,Canon EOS Camera,2,60.35,120.7
ITEM_003259,ORD_001850,Electronics,Dell XPS Laptop,3,278.62,835.86
ITEM_003260,ORD_001851,Electronics,iPhone 14 Pro,1,217.91,217.91
ITEM_003261,ORD_001851,Fashion,Zara Dress,3,98.09,294.27
ITEM_003262,ORD_001852,Home & Kitchen,Le Creuset Pot,1,297.18,297.18
ITEM_003263,ORD_001852,Beauty,Dove Shampoo,2,107.02,214.04
ITEM_003264,ORD_001852,Groceries,Basmati Rice 5kg,2,207.26,414.52
ITEM_003265,ORD_001853,Home & Kitchen,Dyson Vacuum,2,214.82,429.64
ITEM_003266,ORD_001853,Beauty,Gillette Razor,1,401.27,401.27
ITEM_003267,ORD_001853,Groceries,Fresh Fruits Basket,1,589.26,589.26
ITEM_003268,ORD_001854,Fashion,Puma Sneakers,1,933.89,933.89
ITEM_003269,ORD_001855,Beauty,Maybelline Mascara,2,13.88,27.76
ITEM_003270,ORD_001855,Fashion,Puma Sneakers,1,33.19,33.19
ITEM_003271,ORD_001855,Electronics,Dell XPS Laptop,3,3.49,10.47
ITEM_003272,ORD_001855,Home & Kitchen,Le Creuset Pot,1,13.14,13.14
ITEM_003273,ORD_001856,Electronics,Samsung Galaxy S23,1,890.02,890.02
ITEM_003274,ORD_001857,Electronics,iPhone 14 Pro,1,712.9,712.9
ITEM_003275,ORD_001858,Beauty,L'Oreal Serum,2,916.31,1832.62
ITEM_003276,ORD_001859,Fashion,Tommy Hilfiger Shirt,3,267.32,801.96
ITEM_003277,ORD_001859,Groceries,Nutella Jar,2,170.66,341.32
ITEM_003278,ORD_001859,Electronics,iPhone 14 Pro,1,315.88,315.88
ITEM_003279,ORD_001859,Beauty,Garnier Face Wash,2,154.1,308.2
ITEM_003280,ORD_001860,Beauty,Nivea Cream,2,369.81,739.62
ITEM_003281,ORD_001861,Fashion,Nike Air Max,3,121.61,364.83
ITEM_003282,ORD_001862,Electronics,Dell XPS Laptop,2,97.6,195.2
ITEM_003283,ORD_001862,Fashion,Adidas Hoodie,2,121.75,243.5
ITEM_003284,ORD_001863,Beauty,MAC Lipstick,3,294.53,883.59
ITEM_003285,ORD_001864,Home & Kitchen,Le Creuset Pot,3,213.97,641.91
ITEM_003286,ORD_001865,Groceries,Basmati Rice 5kg,3,55.28,165.84
ITEM_003287,ORD_001865,Fashion,H&M T-Shirt,1,213.41,213.41
ITEM_003288,ORD_001865,Beauty,Nivea Cream,2,110.4,220.8
ITEM_003289,ORD_001866,Home & Kitchen,Nespresso Machine,2,56.3,112.6
ITEM_003290,ORD_001866,Beauty,L'Oreal Serum,3,26.09,78.27
ITEM_003291,ORD_001866,Electronics,iPad Air,1,111.27,111.27
ITEM_003292,ORD_001867,Groceries,Lay's Chips,1,166.58,166.58
ITEM_003293,ORD_001867,Fashion,Ray-Ban Sunglasses,1,341.85,341.85
ITEM_003294,ORD_001868,Groceries,Kellogg's Cereal,3,13.49,40.47
ITEM_003295,ORD_001868,Electronics,Dell XPS Laptop,3,12.51,37.53
ITEM_003296,ORD_001868,Beauty,Gillette Razor,2,27.45,54.9
ITEM_003297,ORD_001869,Home & Kitchen,Samsung Fridge,1,406.66,406.66
ITEM_003298,ORD_001870,Home & Kitchen,Samsung Fridge,2,59.43,118.86
ITEM_003299,ORD_001870,Groceries,Kellogg's Cereal,3,16.11,48.33
ITEM_003300,ORD_001870,Electronics,iPhone 14 Pro,1,116.94,116.94
ITEM_003301,ORD_001871,Home & Kitchen,Dyson Vacuum,1,631.87,631.87
ITEM_003302,ORD_001872,Groceries,Fresh Fruits Basket,2,410.48,820.96
ITEM_003303,ORD_001872,Home & Kitchen,Braun Blender,3,215.77,647.31
ITEM_003304,ORD_001873,Fashion,H&M T-Shirt,3,177.72,533.16
ITEM_003305,ORD_001874,Beauty,The Ordinary Set,1,165.27,165.27
ITEM_003306,ORD_001874,Fashion,Adidas Hoodie,1,220.99,220.99
ITEM_003307,ORD_001875,Home & Kitchen,Nespresso Machine,1,1189.76,1189.76
ITEM_003308,ORD_001876,Groceries,Kellogg's Cereal,3,168.26,504.78
ITEM_003309,ORD_001877,Home & Kitchen,Tefal Cookware,3,291.63,874.89
ITEM_003310,ORD_001878,Home & Kitchen,IKEA Sofa,2,13.74,27.48
ITEM_003311,ORD_001878,Electronics,Apple Watch Series 8,2,39.78,79.56
ITEM_003312,ORD_001879,Electronics,Samsung Galaxy S23,1,508.51,508.51
ITEM_003313,ORD_001879,Home & Kitchen,Dyson Vacuum,2,171.04,342.08
ITEM_003314,ORD_001880,Beauty,Gillette Razor,1,634.01,634.01
ITEM_003315,ORD_001881,Home & Kitchen,Nespresso Machine,2,143.32,286.64
ITEM_003316,ORD_001881,Fashion,Puma Sneakers,2,314.32,628.64
ITEM_003317,ORD_001882,Home & Kitchen,IKEA Sofa,3,124.7,374.1
ITEM_003318,ORD_001883,Home & Kitchen,Nespresso Machine,2,180.06,360.12
ITEM_003319,ORD_001884,Fashion,Adidas Hoodie,1,95.42,95.42
ITEM_003320,ORD_001884,Beauty,Olay Moisturizer,3,84.48,253.44
ITEM_003321,ORD_001885,Home & Kitchen,Bosch Dishwasher,3,206.54,619.62
ITEM_003322,ORD_001886,Home & Kitchen,Le Creuset Pot,1,633.81,633.81
ITEM_003323,ORD_001887,Home & Kitchen,IKEA Sofa,3,347.64,1042.92
ITEM_003324,ORD_001888,Electronics,Apple Watch Series 8,1,401.63,401.63
ITEM_003325,ORD_001888,Groceries,Barilla Pasta,1,364.7,364.7
ITEM_003326,ORD_001889,Fashion,H&M T-Shirt,1,99.55,99.55
ITEM_003327,ORD_001890,Beauty,MAC Lipstick,2,35.47,70.94
ITEM_003328,ORD_001890,Fashion,Zara Dress,3,5.07,15.21
ITEM_003329,ORD_001890,Groceries,Barilla Pasta,2,18.25,36.5
ITEM_003330,ORD_001891,Electronics,PS5 Console,2,471.87,943.74
ITEM_003331,ORD_001892,Home & Kitchen,Nespresso Machine,2,76.61,153.22
ITEM_003332,ORD_001892,Beauty,MAC Lipstick,3,95.38,286.14
ITEM_003333,ORD_001893,Home & Kitchen,Tefal Cookware,1,38.15,38.15
ITEM_003334,ORD_001893,Beauty,Gillette Razor,3,36.24,108.72
ITEM_003335,ORD_001894,Electronics,PS5 Console,2,105.75,211.5
ITEM_003336,ORD_001894,Fashion,Puma Sneakers,3,65.27,195.81
ITEM_003337,ORD_001895,Electronics,PS5 Console,3,218.76,656.28
ITEM_003338,ORD_001896,Groceries,Lay's Chips,3,217.16,651.48
ITEM_003339,ORD_001897,Groceries,Coca Cola Pack,2,347.09,694.18
ITEM_003340,ORD_001897,Electronics,iPad Air,1,671.09,671.09
ITEM_003341,ORD_001898,Beauty,L'Oreal Serum,3,86.18,258.54
ITEM_003342,ORD_001899,Beauty,Garnier Face Wash,3,54.09,162.27
ITEM_003343,ORD_001899,Groceries,Barilla Pasta,3,64.25,192.75
ITEM_003344,ORD_001899,Home & Kitchen,Nespresso Machine,2,115.63,231.26
ITEM_003345,ORD_001900,Electronics,Canon EOS Camera,2,129.63,259.26
ITEM_003346,ORD_001900,Fashion,Calvin Klein Watch,3,72.68,218.04
ITEM_003347,ORD_001900,Beauty,Neutrogena Sunscreen,3,56.01,168.03
ITEM_003348,ORD_001901,Electronics,Canon EOS Camera,3,74.51,223.53
ITEM_003349,ORD_001901,Home & Kitchen,Braun Blender,2,246.15,492.3
ITEM_003350,ORD_001902,Groceries,Kellogg's Cereal,2,307.19,614.38
ITEM_003351,ORD_001903,Electronics,iPhone 14 Pro,2,685.59,1371.18
ITEM_003352,ORD_001903,Beauty,MAC Lipstick,3,328.58,985.74
ITEM_003353,ORD_001904,Electronics,Canon EOS Camera,3,394.36,1183.08
ITEM_003354,ORD_001905,Groceries,Kellogg's Cereal,1,381.83,381.83
ITEM_003355,ORD_001905,Electronics,iPhone 14 Pro,2,474.31,948.62
ITEM_003356,ORD_001906,Beauty,Garnier Face Wash,2,62.18,124.36
ITEM_003357,ORD_001906,Electronics,JBL Speaker,2,132.19,264.38
ITEM_003358,ORD_001907,Home & Kitchen,Le Creuset Pot,2,175.43,350.86
ITEM_003359,ORD_001908,Beauty,Maybelline Mascara,2,60.12,120.24
ITEM_003360,ORD_001908,Groceries,Basmati Rice 5kg,2,22.84,45.68
ITEM_003361,ORD_001908,Electronics,iPad Air,1,84.24,84.24
ITEM_003362,ORD_001909,Fashion,Ray-Ban Sunglasses,1,355.65,355.65
ITEM_003363,ORD_001909,Home & Kitchen,Le Creuset Pot,3,64.44,193.32
ITEM_003364,ORD_001909,Beauty,Dove Shampoo,3,21.8,65.4
ITEM_003365,ORD_001909,Electronics,iPad Air,3,37.04,111.12
ITEM_003366,ORD_001910,Home & Kitchen,Bosch Dishwasher,1,26.89,26.89
ITEM_003367,ORD_001910,Groceries,Nutella Jar,2,37.12,74.24
ITEM_003368,ORD_001911,Fashion,Zara Dress,3,166.87,500.61
ITEM_003369,ORD_001912,Electronics,Sony WH-1000XM5,1,769.33,769.33
ITEM_003370,ORD_001913,Beauty,Garnier Face Wash,3,61.63,184.89
ITEM_003371,ORD_001913,Fashion,Levi's Jeans,1,194.83,194.83
ITEM_003372,ORD_001914,Home & Kitchen,Bosch Dishwasher,2,225.79,451.58
ITEM_003373,ORD_001914,Electronics,Dell XPS Laptop,1,324.87,324.87
ITEM_003374,ORD_001915,Fashion,H&M T-Shirt,1,391.18,391.18
ITEM_003375,ORD_001915,Home & Kitchen,Dyson Vacuum,2,149.66,299.32
ITEM_003376,ORD_001916,Groceries,Kellogg's Cereal,1,183.65,183.65
ITEM_003377,ORD_001916,Fashion,Nike Air Max,1,270.08,270.08
ITEM_003378,ORD_001917,Groceries,Kellogg's Cereal,1,634.37,634.37
ITEM_003379,ORD_001917,Beauty,Nivea Cream,2,694.77,1389.54
ITEM_003380,ORD_001918,Electronics,Canon EOS Camera,2,19.32,38.64
ITEM_003381,ORD_001918,Beauty,Dove Shampoo,3,4.69,14.07
ITEM_003382,ORD_001918,Groceries,Lay's Chips,1,41.05,41.05
ITEM_003383,ORD_001919,Fashion,Puma Sneakers,2,215.41,430.82
ITEM_003384,ORD_001919,Groceries,Barilla Pasta,2,136.87,273.74
ITEM_003385,ORD_001919,Beauty,L'Oreal Serum,3,32.36,97.08
ITEM_003386,ORD_001919,Electronics,Samsung Galaxy S23,3,30.02,90.06
ITEM_003387,ORD_001920,Fashion,Calvin Klein Watch,2,95.28,190.56
ITEM_003388,ORD_001921,Beauty,L'Oreal Serum,2,235.69,471.38
ITEM_003389,ORD_001921,Groceries,Lay's Chips,1,341.2,341.2
ITEM_003390,ORD_001922,Fashion,Puma Sneakers,3,134.86,404.58
ITEM_003391,ORD_001922,Electronics,PS5 Console,1,461.69,461.69
ITEM_003392,ORD_001923,Fashion,Puma Sneakers,3,159.84,479.52
ITEM_003393,ORD_001924,Electronics,Samsung Galaxy S23,2,48.2,96.4
ITEM_003394,ORD_001924,Groceries,Almarai Milk,1,91.04,91.04
ITEM_003395,ORD_001925,Groceries,Nutella Jar,3,276.39,829.17
ITEM_003396,ORD_001926,Fashion,Calvin Klein Watch,2,95.0,190.0
ITEM_003397,ORD_001926,Groceries,Organic Vegetables Box,3,78.39,235.17
ITEM_003398,ORD_001927,Beauty,Neutrogena Sunscreen,1,363.75,363.75
ITEM_003399,ORD_001927,Home & Kitchen,Dyson Vacuum,3,35.0,105.0
ITEM_003400,ORD_001927,Electronics,Dell XPS Laptop,2,95.36,190.72
ITEM_003401,ORD_001928,Electronics,Sony WH-1000XM5,3,263.92,791.76
ITEM_003402,ORD_001929,Fashion,Nike Air Max,1,71.14,71.14
ITEM_003403,ORD_001929,Groceries,Lay's Chips,3,18.38,55.14
ITEM_003404,ORD_001930,Electronics,Samsung Galaxy S23,3,94.79,284.37
ITEM_003405,ORD_001930,Beauty,Olay Moisturizer,1,262.7,262.7
ITEM_003406,ORD_001930,Groceries,Nutella Jar,1,357.0,357.0
ITEM_003407,ORD_001931,Groceries,Fresh Fruits Basket,3,142.67,428.01
ITEM_003408,ORD_001932,Home & Kitchen,KitchenAid Mixer,1,206.22,206.22
ITEM_003409,ORD_001933,Electronics,Dell XPS Laptop,3,130.44,391.32
ITEM_003410,ORD_001933,Home & Kitchen,Philips Air Fryer,2,90.94,181.88
ITEM_003411,ORD_001933,Beauty,Maybelline Mascara,1,173.8,173.8
ITEM_003412,ORD_001934,Groceries,Almarai Milk,2,33.45,66.9
ITEM_003413,ORD_001934,Beauty,Garnier Face Wash,2,37.27,74.54
ITEM_003414,ORD_001935,Electronics,PS5 Console,2,129.8,259.6
ITEM_003415,ORD_001935,Beauty,The Ordinary Set,3,65.45,196.35
ITEM_003416,ORD_001935,Groceries,Almarai Milk,1,91.76,91.76
ITEM_003417,ORD_001935,Home & Kitchen,Tefal Cookware,1,198.17,198.17
ITEM_003418,ORD_001936,Electronics,Dell XPS Laptop,2,71.11,142.22
ITEM_003419,ORD_001936,Groceries,Fresh Fruits Basket,3,53.29,159.87
ITEM_003420,ORD_001936,Beauty,Neutrogena Sunscreen,2,53.58,107.16
ITEM_003421,ORD_001937,Home & Kitchen,Braun Blender,3,440.45,1321.35
ITEM_003422,ORD_001938,Home & Kitchen,Philips Air Fryer,2,127.7,255.4
ITEM_003423,ORD_001938,Electronics,Sony WH-1000XM5,2,70.31,140.62
ITEM_003424,ORD_001938,Fashion,Nike Air Max,2,119.33,238.66
ITEM_003425,ORD_001939,Electronics,Sony WH-1000XM5,3,34.35,103.05
ITEM_003426,ORD_001939,Fashion,Mango Jacket,1,195.9,195.9
ITEM_003427,ORD_001940,Beauty,L'Oreal Serum,2,268.05,536.1
ITEM_003428,ORD_001941,Electronics,Samsung Galaxy S23,3,93.6,280.8
ITEM_003429,ORD_001942,Beauty,Dove Shampoo,3,61.4,184.2
ITEM_003430,ORD_001942,Fashion,H&M T-Shirt,3,14.55,43.65
ITEM_003431,ORD_001942,Home & Kitchen,Braun Blender,2,47.8,95.6
ITEM_003432,ORD_001943,Electronics,Sony WH-1000XM5,1,123.96,123.96
ITEM_003433,ORD_001944,Electronics,Dell XPS Laptop,1,995.33,995.33
ITEM_003434,ORD_001945,Groceries,Almarai Milk,2,56.44,112.88
ITEM_003435,ORD_001945,Fashion,Calvin Klein Watch,2,56.06,112.12
ITEM_003436,ORD_001945,Home & Kitchen,Philips Air Fryer,3,35.7,107.1
ITEM_003437,ORD_001946,Beauty,Garnier Face Wash,3,439.68,1319.04
ITEM_003438,ORD_001947,Fashion,Calvin Klein Watch,2,333.97,667.94
ITEM_003439,ORD_001948,Beauty,Nivea Cream,2,146.99,293.98
ITEM_003440,ORD_001948,Groceries,Almarai Milk,2,131.94,263.88
ITEM_003441,ORD_001949,Electronics,JBL Speaker,3,95.54,286.62
ITEM_003442,ORD_001949,Fashion,H&M T-Shirt,1,351.34,351.34
ITEM_003443,ORD_001950,Beauty,Nivea Cream,1,2224.41,2224.41
ITEM_003444,ORD_001951,Home & Kitchen,Tefal Cookware,3,151.92,455.76
ITEM_003445,ORD_001952,Electronics,PS5 Console,3,253.23,759.69
ITEM_003446,ORD_001953,Beauty,Neutrogena Sunscreen,1,665.72,665.72
ITEM_003447,ORD_001954,Fashion,Nike Air Max,2,68.1,136.2
ITEM_003448,ORD_001955,Electronics,iPhone 14 Pro,2,435.64,871.28
ITEM_003449,ORD_001956,Groceries,Fresh Fruits Basket,1,157.6,157.6
ITEM_003450,ORD_001957,Beauty,Olay Moisturizer,3,147.07,441.21
ITEM_003451,ORD_001957,Electronics,Apple Watch Series 8,1,332.49,332.49
ITEM_003452,ORD_001957,Fashion,Calvin Klein Watch,2,111.19,222.38
ITEM_003453,ORD_001957,Home & Kitchen,KitchenAid Mixer,3,164.58,493.74
ITEM_003454,ORD_001958,Home & Kitchen,Bosch Dishwasher,1,942.09,942.09
ITEM_003455,ORD_001959,Home & Kitchen,Le Creuset Pot,1,942.1,942.1
ITEM_003456,ORD_001960,Fashion,Tommy Hilfiger Shirt,3,239.1,717.3
ITEM_003457,ORD_001961,Electronics,Canon EOS Camera,3,207.79,623.37
ITEM_003458,ORD_001962,Electronics,Samsung Galaxy S23,2,219.22,438.44
ITEM_003459,ORD_001962,Beauty,Nivea Cream,2,52.71,105.42
ITEM_003460,ORD_001962,Fashion,Ray-Ban Sunglasses,3,85.6,256.8
ITEM_003461,ORD_001963,Home & Kitchen,Samsung Fridge,2,21.84,43.68
ITEM_003462,ORD_001963,Groceries,Nescafe Coffee,3,22.5,67.5
ITEM_003463,ORD_001964,Groceries,Organic Vegetables Box,1,546.77,546.77
ITEM_003464,ORD_001965,Electronics,Canon EOS Camera,1,390.7,390.7
ITEM_003465,ORD_001966,Beauty,Maybelline Mascara,3,165.24,495.72
ITEM_003466,ORD_001967,Beauty,Dove Shampoo,2,318.38,636.76
ITEM_003467,ORD_001967,Home & Kitchen,Samsung Fridge,2,375.01,750.02
ITEM_003468,ORD_001968,Home & Kitchen,Samsung Fridge,3,149.84,449.52
ITEM_003469,ORD_001969,Beauty,The Ordinary Set,2,125.91,251.82
ITEM_003470,ORD_001970,Groceries,Fresh Fruits Basket,1,264.07,264.07
ITEM_003471,ORD_001970,Electronics,Canon EOS Camera,3,82.43,247.29
ITEM_003472,ORD_001970,Beauty,Olay Moisturizer,1,230.51,230.51
ITEM_003473,ORD_001971,Home & Kitchen,Dyson Vacuum,1,946.97,946.97
ITEM_003474,ORD_001972,Home & Kitchen,IKEA Sofa,1,2141.5,2141.5
ITEM_003475,ORD_001973,Home & Kitchen,Tefal Cookware,3,156.54,469.62
ITEM_003476,ORD_001973,Electronics,Dell XPS Laptop,2,262.52,525.04
ITEM_003477,ORD_001974,Electronics,Dell XPS Laptop,3,187.48,562.44
ITEM_003478,ORD_001975,Home & Kitchen,Le Creuset Pot,1,162.02,162.02
ITEM_003479,ORD_001975,Beauty,Garnier Face Wash,1,136.46,136.46
ITEM_003480,ORD_001976,Groceries,Nescafe Coffee,2,170.69,341.38
ITEM_003481,ORD_001976,Home & Kitchen,Samsung Fridge,3,187.25,561.75
ITEM_003482,ORD_001977,Groceries,Fresh Fruits Basket,3,128.44,385.32
ITEM_003483,ORD_001978,Beauty,The Ordinary Set,2,37.7,75.4
ITEM_003484,ORD_001978,Groceries,Basmati Rice 5kg,1,41.79,41.79
ITEM_003485,ORD_001978,Fashion,Mango Jacket,1,117.29,117.29
ITEM_003486,ORD_001979,Electronics,Samsung Galaxy S23,3,209.86,629.58
ITEM_003487,ORD_001979,Beauty,L'Oreal Serum,3,575.24,1725.72
